,Url,Alt. namn,Adress,Namn
1196,Visa/kunskapsskolan-fruangen/5073fbf0-d52e-41d5-a205-e503c97addfe,Kunskapsskolan i Fruängen,Ellen Keys gata 2-4,Kunskapsskolan Fruängen
1197,Visa/manillaskolan/dac899dd-ccd8-4abd-9d38-e50c5b40d587,Manilla dövstumskola / Allmänna institutet för dövstumma och blinda,"Manillavägen 32-36 ( -2013)
Rålambsvägen 32B  (2013- )",Manillaskolan
1198,Visa/viktor-rydberg-gymnasium-jarlaplan/46c99cce-94cb-4c6f-b04c-e527e2928086,Viktor Rydbergs gymnasium Jarlaplan / VRG Jarlaplan,Kungstensgatan 6,Viktor Rydberg gymnasium Jarlaplan
1199,Visa/barnsjukhuset-samaritens-skola/585ffc2a-2549-4b17-ab51-e546f3aa0cc9,,Ringvägen 21,Barnsjukhuset Samaritens skola
1200,Visa/elma-school/b1d5001e-ba68-44aa-bbaa-e55cfec9b635,The Modern School i Skarpnäck / Stockholms språkskola 2,"2001-     Polhemsgatan 29 (?)
2002-2010 Luftskeppsgatan 17
2010-     Rågsveds skolgränd 8, hus C (D)",Elma school
1201,Visa/gustav-vasa-odro--1910-1955/1969c54e-a4be-46b3-9b96-e56970cb970e,,,Gustav Vasa öd/ro  1910-1955
1202,Visa/grillska-gymnasiesarskolan/13edf6ee-5bb0-44ab-b549-e59521f2cb15,,Årstaängsvägen 31B,Grillska gymnasiesärskolan
1203,Visa/akalla-gamla-folkskola/e242efd6-f923-4027-a32a-e5d13ee1c106,,,Akalla gamla folkskola
1204,Visa/hokarangsskolan/4a5ba6ce-375b-4c33-adbd-e5d1aa9a10f2,"(Hökarängsskolans särskola, Kryddgårdsskolan)",Fagersjövägen 18,Hökarängsskolan
1205,Visa/stockholms-stads-uppfostringsanstalt-for-flickor/48a4941d-3e1b-4dc5-af76-e5d44c85850c,"Uppfostringsanstalten för flickor / Stockholms hemskola / Sofia husmodersskola / Hemskolan för flickor / Barnängens flickhem /
/ Stockholms stads uppfostringsanstalt för värnlösa flickor
Stockholms stads vårdanstalt för värnlösa flickor (?)",se Historik mm !,Stockholms stads uppfostringsanstalt för flickor
1206,Visa/karl-almgrens-skola/b3167451-fe22-455b-8401-e5e8c102da37,,"Drottninggatan 60 1871
Oxtorgsgatan 18 1879",Karl Almgrens skola
1207,Visa/internatskolor--koloniskolor/fd2edfb3-3846-47bb-9407-e5fbedfb316c,,,Internatskolor / Koloniskolor
1208,Visa/sachsska-barnsjukhusets-skola/ec0e85e2-aa70-4a16-acdf-e6086fec6a18,,"Sachsgatan 1 1911-199x
därefter inne i ""Södersjukhuset""",Sachsska barnsjukhusets skola
1209,Visa/svedenskolan-malarhojden/e4451c55-7b70-440b-ad5b-e61790c8a719,,Mälarhöjdsvägen 23,Svedenskolan Mälarhöjden
1210,Visa/enskedefaltets-skola/82bec3e0-eb9c-4bbf-8762-e63078ae1156,Enskedefältets folkskola / Enskede västra folkskola,Sockenvägen 370,Enskedefältets skola
1211,Visa/lilla-maria-barnskola/d5350a2f-b957-4d3a-a2e2-e63fd8d5a25c,,Fatburs Kvarngata 28-30,Lilla Maria barnskola
1212,Visa/bergholms-ro--1958-1990/73b2d15a-24b8-4884-a72d-e64689d93434,,,Bergholms ro  1958-1990
1213,Visa/lilla-hushallsskolan-i-sundbyberg/27165b83-35af-4d31-ac5e-e658fe4ba193,,,Lilla hushållsskolan i Sundbyberg
1214,Visa/teknik--och-servicegymnasiet-ts-gymnasiet/6a2ad26c-532d-435f-9f2a-e67ef0db61cc,Industritekniska gymnasiet / SL - Industritekniskt gymnasium / Teknik & Servicegymnasiet,"Varuvägen 9A, Älvsjö",Teknik- och Servicegymnasiet (TS-gymnasiet)
1215,Visa/sonja-kovalevskyskolan/512989da-e44b-40a0-ac94-e6f6a5577775,Lilla Sonja,se Historik mm !,Sonja Kovalevskyskolan
1216,Visa/obergs-privatskola/16c8da5b-675f-4817-ac3b-e6fbe48fe52c,Linda Öbergs skola / Fru Linda Öbergs förenklade skolkursers Eftr.,"1925 anges Upplandsgatan 51
1920-talet ? anges Vanadisvägen 23
1938 anges Drottninggatan 110
1952 anges Drottninggatan 110",Öbergs privatskola
1217,Visa/hoglandsskolans-grund--och-gymnasieskola/a28e17d3-8489-4a50-adf4-e70195652d9f,Höglandsskolan / Stiftelsen Höglandsskolan,Höglandstorget,Höglandsskolans grund- och gymnasieskola
1218,Visa/ateneums-folkskollararseminarium/666cb0e3-bd7e-4aa8-b89d-e7bd87af89a4,Stockholms privata folkskollärarinneseminarium,,Ateneums folkskollärarseminarium
1219,Visa/laura-och-betty-cronstrands-skola/6a89524b-e823-40af-9b20-e7f9eb44384f,,Klara norra kyrkogata 7B  1868-1871,Laura och Betty Cronstrands skola
1220,Visa/oscars-forsamlings-folkskola/22d236da-304b-45ac-9c0b-e84c56c1aedb,Oskars skola,,Oscars församlings folkskola
1221,Visa/didaktus-liljeholmen/f4adca20-9bb2-4ec1-b610-e88b31913726,"Söders fria gymnasium / Didaktus skolor Liljeholmen / Didaktus praktiska gymnasium / Didaktus praktiska gymnasium, fd Liljeholmen",se Historik mm !,Didaktus Liljeholmen
1222,Visa/maria-forsamlings-fri--och-fattigskola/73008f23-8e7a-4e76-ba1b-e89acf8c5c48,,,Maria församlings fri- och fattigskola
1223,Visa/hogantorps-internatskola/5058c36c-5003-46c0-b984-e8a22ffb19f9,,Högantorps herrgård (Botkyrka),Högantorps internatskola
1224,Visa/grundskolan-for-konstnarlig-utbildning/cdb268fc-e388-4297-a34e-e8afdc1bed8f,Grundis / Bild och Form,,Grundskolan för konstnärlig utbildning
1225,Visa/ulrika-eleonora-forsamlings-flickskola/538a3eaa-0500-44a3-ac9c-e8e5439ea9c1,,,Ulrika Eleonora församlings flickskola
1226,Visa/vittra-luma-park/79e0e0a6-9e3d-4b40-9a62-e91bbfe9c07a,Vittra i Luma park,Lumaparksvägen 12,Vittra Luma park
1227,Visa/international-school-of-the-stockholm-region-issr/eb676447-aeba-4afb-a15b-e98a99a2e232,"ISSR - International School of the Stockholm Region / 
IB-skolan syd / Internationella Baccalureate /  IB School South","2006-2012  Bredholmstorget 4 (lokaler i fd Skärholmens gymnasium)
2012-      Bohusgatan 24-26 (lokaler i Frans Schartaus gymnasium
           som upphör efter vt 2013)",International School of the Stockholm Region ISSR
1228,Visa/kommunala-mellanskolan-i-stockholm--kommunal-mellanskola--kommunala-mellanskolor/930da214-216e-4892-a36e-e9b065b75ed7,,,Kommunala mellanskolan i Stockholm / Kommunal mellanskola / Kommunala mellanskolor
1229,Visa/essinge-skola/d2f4c788-a09e-45ed-8037-ea5238afb1f8,Lilla Essingens skola,Luxgatan 33,Essinge skola
1230,Visa/internationella-engelska-gymnasiet-sodermalm/e16d4f12-5112-4d77-be08-ea724e4e93ed,Internationella engelska skolan / Engelska skolans gymnasium / Internationella engelska gymnasiet,"-2008 Lingvägen 123
2008- Älvsborgsgatan 2 (i fd Teaterhögskolan / Katarina realskola mfl; from 2009 med adressen Allhelgonagatan 4)",Internationella engelska gymnasiet Södermalm
1231,Visa/fagersjoskolan/6ecbf895-636a-45f6-a107-ea7ca21f3e28,,Havsörnstorget 9-11,Fagersjöskolan
1232,Visa/fridhems-villastads-skola/8d30c01e-8d94-4d34-b394-ea7db486a07d,,,Fridhems villastads skola
1233,Visa/tysta-skolan/e75e0769-c03f-4778-9b87-eaf7d9d0c4a7,Skolan för döva och stumma barn / Tysta skolan - Yrkesskolan i Stockholm för hörselskadade,se Historik mm !,Tysta skolan
1234,Visa/sunnan-resursskola/f57dd4a4-1f3e-451a-8c4a-eb3ce3f8b61b,Skarpnäcks skoldaghem / Sunnan (skoldaghem),Flygargatan 5,Sunnan resursskola
1235,Visa/jakob-och-johannes-smabarnsskola/82af372e-2d59-4327-ab31-ebee7070ba36,,1925 anges Döbelnsgatan 38B,Jakob och Johannes småbarnsskola
1236,Visa/norrmalms-forberedande-elementarskola/9fc45d6b-85a1-4ae5-a58e-ebf23aad7236,,Arsenalsgatan 2A,Norrmalms förberedande elementarskola
1237,Visa/elinsborgsskolan/c5c3e678-8396-4878-a329-ec1b4526558e,,Mellingebacken 22,Elinsborgsskolan
1238,Visa/sjostadsskolan/88f1ef89-8a25-4682-be92-ec1d09d2e2de,(Sjöstadsskolans grundsärskola),"2005-2006 Vävar Johans gata 7
2007-     Hammarby allé 74-76",Sjöstadsskolan
1239,Visa/st-eriks-gymnasium-1-1971-1990/4f50316a-97cd-4b20-823a-ec1f6127bcaf,,Inedalsgatan 22-24,S:t Eriks gymnasium 1 1971-1990
1240,Visa/bobergsskolan/d12175ca-7771-4cd8-af40-ec4971e8f528,,Småviltsgatan 6,Bobergsskolan
1241,Visa/bjorkhagens-skola/876b699c-565d-403a-bf33-ec5493fd3b1a,Björkhagen och Hammarbys skolor - Björkhagen,Karlskronavägen 10,Björkhagens skola
1242,Visa/tornadoskolan/5f290820-bb46-4695-913e-ecdfbb66625f,,Gondolgatan 16,Tornadoskolan
1243,Visa/thoren-innovation-school-kista-tis/4e8b8a49-a22c-4e0b-ad55-ecf66ff2ab9b,"Inovationsgymnasiet, TIS Kista; Thoren Innovation School - Tekniska gymnasiet, Thoren Inovation School Stockholm",Borgafjordsgatan 14,Thoren Innovation School Kista (TIS)
1244,Visa/blackebergs-vuxengymnasium/654093ab-43ba-4d56-a3de-ecfdcf72d06c,,Wergelandsgatan 16-24,Blackebergs vuxengymnasium
1245,Visa/ostermalms-kommunala-flickskola/809d2f7b-1287-4056-8976-ed037768772c,,Banérgatan 38-40,Östermalms kommunala flickskola
1246,Visa/skondals-odro--1953-1979/6804a389-1095-4e0e-9ace-ed0f574327c6,,,Sköndals öd/ro  1953-1979
1247,Visa/katarina-forsamlings-skolor/133cda2b-2428-476b-9def-edb1fde479a9,Katarina församlings folkskolor,,Katarina församlings skolor
1248,Visa/katolska-forsamlingens-flickskola/37ba251b-207c-43fe-a987-edd82252b7af,,Stora Badstugatan 1,Katolska församlingens flickskola
1249,Visa/omskolningskurser/4d2ef52d-3e23-4fb0-aa7a-eddb4429d8b6,,,Omskolningskurser
1250,Visa/smabarnsskolan-i-staden/263fac9b-d5bd-475a-9e5a-eddc84a587b7,Småbarnsskolan i staden (Fru Molin),Sven Wintapparegränd 2,Småbarnsskolan i staden
1251,Visa/norra-latins-gymnasium/066049cf-b0cf-4f50-b129-ee575c8b8cf3,Norra Latin / Högre allmänna läroverket för gossar å Norrmalm,Drottninggatan 71B,Norra Latins gymnasium
1252,Visa/augusta-eggerts-skola/99433354-8f2f-4bb5-8bf8-ee88678b118d,,Beridarebansgatan 23  1868-1871,Augusta Eggerts skola
1253,Visa/skolbespisning--matbespisning--skolmaltider/7b4d07f4-a90a-4f50-a2f4-ee9753928348,,,Skolbespisning / Matbespisning / Skolmåltider
1254,Visa/farsta-grundskola---hasthagsskolan/05f20aed-3738-49f3-ae1d-eecc17411526,Hästhagens skola / Hästhagsskolan,Torsbygatan 31-37,Farsta grundskola - Hästhagsskolan
1255,Visa/refis/6c675d89-c399-4dc7-bcfe-eecdf9249443,Rörentreprenörernas friskola i Stockholm / REFIS,Lövholmsvägen 2,Refis
1256,Visa/fackskola/ca4fc3e9-deb3-483a-8373-ef3b17543436,Fackskolor,,Fackskola
1257,Visa/arstagardens-folkhogskola/1077fa8c-7fb8-4a52-a6fe-ef455bbf2252,Tallkrogens folkhögskola,,Årstagårdens folkhögskola
1258,Visa/o-th-englunds-skola/b9d17660-5edc-4000-99fa-ef9716cac29d,,"Luntmakaregatan 5 1868
Malmskillnadsgatan 42 1871",O. Th. Englunds skola
1259,Visa/vittra-sjostaden/20d60197-c76b-42fb-8058-efa953a51bba,Vittra i Sjöstaden / Vikströmska / Vittra Sjöstaden grundskola,"2001-2005 Vävare Johans gata 7
2005-     Lugnets allé 60-70 (Sickla udde i Hammarby sjöstad)",Vittra Sjöstaden
1260,Visa/tellusborgsskolan-/2873d0b6-2a91-4432-9150-efb905584c4a,"Blommensbergs folkskola / Gröndals folkskola, Blommensbergsskolan",Tellusborgsvägen 36,Tellusborgsskolan
1261,Visa/estniska-gymnasiet/534cd15e-f4e5-4894-bd42-efc9d3fe1cac,,Thulegatan 20,Estniska gymnasiet
1262,Visa/institutet-till-bildning-av-larare-i-koral--och-kyrkomusik/a61b0318-1ced-42c9-bfd1-efcde7b5c2bf,,,Institutet till bildning av lärare i koral- och kyrkomusik
1263,Visa/praktiska-gymnasiet-stockholm-bromma/97d0e8f6-beca-4015-92ff-efe5f1b08aed,"Praktiska Stockholm; Stockholms praktiska gymnasium Bromma, Praktiska gymnasiet Bromma","Ulvsundavägen 108B
Johannesfredsvägen 15",Praktiska gymnasiet Stockholm Bromma
1264,Visa/pauliska-flickskolan/519bd640-3fa7-450b-9c17-f057dbfe3698,Högre elementarläroverket för flickor på Södermalm,Södermalmstorg 6,Pauliska flickskolan
1265,Visa/oskars-hogre-flickskola-/fb49c095-c738-4f91-855c-f073c310a7f7,Oskarsskolan / Realskolan för flickor  / Oscars högre flickskola,Riddargatan 23,Oskars högre flickskola
1266,Visa/linggardens-skola/48bd3d18-6e79-4c70-9a3d-f0c84c481e3e,Linggårdens skolhems skola,"1988-1994 Lingvägen 173-175
1995-2006 Lingvägen 186",Linggårdens skola
1267,Visa/skarpatorpsskolan/70a808af-f62f-42f4-bd29-f0cde026b9dd,,se Historik mm!,Skarpatorpsskolan
1268,Visa/skarholmens-gymnasium-sprakintroduktion/9d65bf81-e8b7-4af4-8510-f1036e5a747c,"Sprint 2, Sprintgymnasiet, Sprintgymnasiet 2",Bredholmstorget 4,Skärholmens gymnasium (språkintroduktion)
1269,Visa/bergstrands-utbildningar/b6b185a6-2689-4f51-ae12-f13324dd1553,Bergstrands gymnasium Stockholm,Johannesfredsvägen 9-11,Bergstrands utbildningar
1270,Visa/alviksskolan/8547ff2a-4daa-4982-a5fc-f1761255fc1b,Alviks folkskola,Tranebergsvägen 73,Alviksskolan
1271,Visa/enbacksskolan/5258033c-88e3-4c63-908c-f219ae9f64bd,,Uppingegränd 27-33,Enbacksskolan
1272,Visa/brannkyrka-skolrad/a808d8ac-80de-4f27-a013-f219cda598fa,,,Brännkyrka skolråd
1273,Visa/international-it-college-of-sweden-sabbatsberg/21b8c7e0-4e1d-4d98-9ea9-f21f5d3bd0ad,,"2003-2006 Fridhemsgatan 9
2006-2011 Craafords väg 20
2011-     Hälsobrunnsgatan 6",International IT College of Sweden Sabbatsberg
1274,Visa/reviderade-rakenskaper-for-statliga-skolor/ba630952-a900-44a4-ac11-f25243f22093,,,Reviderade räkenskaper för statliga skolor
1275,Visa/lennei-privata-skola/b398644c-6616-4563-8ebd-f277065d25f8,,,Lennei privata skola
1276,Visa/klara-teoretiska-gymnasium-stockholm-vastra/6db831b1-6fdb-4142-9a26-f2975f56f102,Klara Stockholm västra; Klara västra,Warfvinges väg 28,Klara teoretiska gymnasium Stockholm västra
1277,Visa/stureskolan/b5129d96-d9d0-4681-b317-f2d760c4f609,,,Stureskolan
1278,Visa/amu-center-vasterhaninge/f88ad418-74cc-4e0e-84fb-f2e5a0fb5191,,,AMU-center Västerhaninge
1279,Visa/forsoksgymnasier/91201021-66ce-4d56-92f2-f308975f84d5,Kommunala försöksgymnasier,,Försöksgymnasier
1280,Visa/mobila-gymnasiet/35b8fc33-b00f-4244-b230-f30efcbbc562,Mobila gymnasiet Kista / Mobila gymnasiet Globen,se Historik mm !,Mobila gymnasiet
1281,Visa/aspergergrupper/4076289b-a2e3-4bde-906e-f33c9ec61b08,,se Historik mm !,Aspergergrupper
1282,Visa/viktor-rydberg-gymnasium-odenplan/6dc3a452-faf5-42ae-9336-f35e3a8dc903,Viktor Rydbergs gymnasium Odenplan/VRG Odenplan,Norrtullsgatan 41-43 ÖG,Viktor Rydberg gymnasium Odenplan
1283,Visa/tensta-gymnasium/8964a31a-c804-4c4e-898e-f3b2ec52549d,Ross Tensta gymnasium,Hagstråket 11,Tensta gymnasium
1284,Visa/norrmalms-kommunala-flickskola/b0a7cf05-0c63-4fac-8f57-f3d51ef9c311,,Johannesgatan 18,Norrmalms kommunala flickskola
1285,Visa/didaktus-teoretiska-gymnasium-fd-norrmalm/4af41219-9d02-4fef-a5b7-f4140d9c8488,Didaktus Norrmalm / Didaktus skolor Norrmalm / Didaktus teoretiska gymnasium (fd Norrmalm),se Historik mm!,"Didaktus teoretiska gymnasium, fd Norrmalm"
1286,Visa/stockholms-stads-handelsskola/ce1d204a-ab5e-4be7-9e2b-f42c75ccbe45,Handelsskola,,Stockholms stads handelsskola
1287,Visa/entrskolan/5b76e34e-345e-4542-9c19-f450b783f56e,,Lövholmsvägen 61,Entréskolan
1288,Visa/vanadisskolan/de899be0-8c36-456f-8315-f4535b43015a,IOFI/Individ och familjeinsatser AB,Idungatan 4,Vanadisskolan
1289,Visa/slagsta-skolhem/186084ef-7509-46a8-a96c-f4bcb8d14f3a,Sinnesslölärarseminariet / Seminariet vid Slagsta skolhem,,Slagsta skolhem
1290,Visa/roslagstullsskolan/3b643c75-ec40-4d7c-b55f-f5283758f3d7,,Sveavägen 160,Roslagstullsskolan
1291,Visa/enskede-ro2---1989-1991/587f22e8-9e78-49c6-806d-f5286bdf5c58,,,Enskede ro2   1989-1991
1292,Visa/adolfsbergsskolan/db576255-ce6a-43ab-8b08-f5a5ca1785ba,,"Gårdsfogdevägen 18 B, Bromma",Adolfsbergsskolan
1293,Visa/stockholms-stads-yrkesskolor/1558bb87-1cd8-468b-9e4b-f5a81fbcb215,Kommunala yrkesskolor / Lärlingsskolor / Verkstadsskolor,,Stockholms stads yrkesskolor
1294,Visa/igelbacksskolan/92775fad-a1e5-43f7-bf40-f5f5a8eeba71,,Själlandsgatan 152,Igelbäcksskolan
1295,Visa/svenska-interkulturella-skolan/55e70144-ce00-4265-bfac-f62a4e95c819,Interkulturella gymnasiet,"Ryttmästarvägen 91
2003-2004  Kronofogdevägen 60
2004-2017  Fagerstagatan 13",Svenska interkulturella skolan
1296,Visa/sarskoleseminariet-i-stockholm/aa1d6296-f9c5-47fd-b7d9-f64c98868a08,,,Särskoleseminariet i Stockholm
1297,Visa/amu-center-maria/a366388b-4ea1-4291-87e4-f66e0e192643,,,AMU-center Maria
1298,Visa/skolkarehemmet/8a2c4ee9-16a6-460f-872a-f691519bad7e,,,Skolkarehemmet
1299,Visa/storkyrkans-klara-jakob-och-johannes-od--1944-1955/fd339e58-4714-4503-a26f-f72b1933526a,,,"Storkyrkans, Klara, Jakob och Johannes öd  1944-1955"
1300,Visa/sodertorns-villastads-slojdskola/922ee57e-3305-4b01-a7e4-f7941708f6fb,Södertörns villastads småskola,,Södertörns villastads slöjdskola
1301,Visa/sverigefinska-gymnasiet/d66388fc-8fb8-479f-b775-f79fcdf5a810,,Fridhemsgatan 17-19,Sverigefinska gymnasiet
1302,Visa/klara-gamla-folkskola/e03d38e2-1f3b-4f2a-8440-f7bbd2445397,Klara gosskola,Vasagatan 11-13,Klara gamla folkskola
1303,Visa/magelungens-grundskola-sodermalm/8047a4c6-a157-49ef-8a61-f7bdf9905cd3,Magelungen Utveckling MBC / Magelungen Söder / MBC-skolan Södermalm,"2012-2014  Södermannagatan 48
2014-2016? Bondegatan 39
2016-      Björngårdsgatan 21",Magelungens grundskola Södermalm
1304,Visa/tyska-sprakskolan/7e0d8a70-b557-467f-9447-f7c94dd7d742,Fuhrmanska språkskolan / Deutsche Sprachschule,,Tyska språkskolan
1305,Visa/the-international-school-of-stockholm/fd401cae-d6c0-4e4d-bde7-f7cd0db16ef0,Stockholm International School/ Anglo-American School,"Johannesgatan 18
samt
Luntmakargatan 28 (annex ht 2013?)",The International School of Stockholm
1306,Visa/sundbybergs-kommunala-mellanskola/53f44204-9661-4a25-a3df-f7d778c7b52c,,,Sundbybergs kommunala mellanskola
1307,Visa/hedvig-eleonora-odro1--1903-1974/24dc8622-793d-4870-85ab-f7f9fecad7bd,,,Hedvig Eleonora öd/ro1  1903-1974
1308,Visa/trollbodaskolan/2bffe77a-d873-4559-881c-f83a0c959ba6,,"Pilörtsgränd 5,
Svärdsliljevägen 3",Trollbodaskolan
1309,Visa/karlsugns-smaskola/7688f3f8-e422-4351-b8b7-f86c9e8f55cc,,,Karlsugns småskola
1310,Visa/stockholms-estetiska-gymnasium/7e0f19b1-18a9-4a3d-9672-f86e615069bf,"Estetiska, STEG",Trekantsvägen 3,Stockholms estetiska gymnasium
1311,Visa/lundaskolan-/bbd307c8-2c1f-4aff-b6d4-f889f5c933c8,(Söder Triaden skolor),Lundagatan 43,Lundaskolan
1312,Visa/klara-forsamlings-barnhem-skola/411700f3-9a5a-43fc-9d6d-f88b5cc3bb80,,"Klatra västra kyrkogata 18A  1868
Klara kyrkogård 5  1871","Klara församlings barnhem, skola"
1313,Visa/konradsbergsskolan/6b4b122e-b686-4762-a31e-f8f69f72242f,Rålambshov/Konradsbergsskolan,Konradsbergsgatan 19,Konradsbergsskolan
1314,Visa/lerkrogens-smaskola/22c0f1ba-24b0-4e66-a32c-f92ee962bbca,,,Lerkrogens småskola
1315,Visa/yrkespedagogiska-institutet-i-stockholm--solna-/ee0962a5-60b7-4495-87a2-f933566fbadd,,,Yrkespedagogiska institutet i Stockholm / Solna
1316,Visa/hedvig-eleonora-katekesskola/2e50ea7a-312e-4bce-8e90-f936c8909d24,,,Hedvig Eleonora katekesskola
1317,Visa/hasselby-skolhems-skola/1decba2d-5468-4628-8319-f93c884c8ea7,,Aprikosgatan 15-17,Hässelby skolhems skola
1318,Visa/engelbrektsskolan/c4eb2f01-c586-4606-a52a-f96b54935d0f,Engelbrekts folkskola / Hedvig Eleonora norra folkskola,Valhallavägen 76 (fd 63),Engelbrektsskolan
1319,Visa/carlssons-skola/647f1dff-bbad-481e-aeaf-f9b2cad6b8d3,"Carlssons högstadieskola / Carlssons privata realskola / Lagerströms skola / Östermalms förberedande elementarskola / Östermalms elementarskola för gossar (ÖE) / Carlssons skola, Östermalms elementarskola för gossar och flickor / Förberedande elementarskolan å Ladugårdslandet - se vidare under Historik mm!","Kommendörsgatan 31 
se Historik",Carlssons skola
1320,Visa/sodermalmsskolan/fb197084-825b-4e85-ace0-f9ff8a9ff4a3,Södermalmsskolans skolor / (Södermalmsskolans grundsärskola),Timmermansgatan 21,Södermalmsskolan
1321,Visa/kulturama-gymnasium/7bb58399-06ae-43d4-a6cc-fa30daf35d2f,Kulturama Fria gymnasium,Virkesvägen 21,Kulturama gymnasium
1322,Visa/skepparexamen/d6c9d06b-a71c-4546-8a7c-fa471dce95e6,,,Skepparexamen
1323,Visa/farsta-strandskolan/f0ee96be-a787-4f56-891a-fa6e58f0a460,,Nordmarksvägen 4A,Farsta Strandskolan
1324,Visa/arstadalsskolan/53a20226-07aa-4af3-845b-fa7b2dfcdcfe,,Sjöviksbacken 19,Årstadalsskolan
1325,Visa/aso-vuxengymnasium/c9ce288c-8271-4913-a9ab-fa7e897c75e2,,Blekingegatan 55,Åsö vuxengymnasium
1326,Visa/ahlstromska-skolan/135aa0d3-df1c-40eb-8b7f-fa8d147d356b,Nya Elementarskolan för flickor,Kommendörsgatan 31,Ahlströmska skolan
1327,Visa/mikael-elias-teoretiska-gymnasium/9f38c904-50bc-4e23-a80f-fab03d5350c7,,"2007-2009 Vanadisvägen 9
2009-2018 Warfvinges väg 28",Mikael Elias teoretiska gymnasium
1328,Visa/vasa-byskola/7c3ba8ca-61a5-4d34-9aa4-fac835ee36b0,,Sandåsgatan 2,Vasa byskola
1329,Visa/larsbodaskolan/830b8782-915a-4fab-8da8-facb353bca2c,,Arvikagatan 31-35,Larsbodaskolan
1330,Visa/nytorps-odro--1951-1991/32ebaa84-7821-42fe-a13f-faf43068e396,,,Nytorps öd/ro  1951-1991
1331,Visa/nikolai-lagre-elementarlaroverk/ca77d24e-404d-4d68-9de4-fb3b04f73a28,"Nikolai lägre apologistskola / Nicolai lägre apologistskola / Storkyrkoförsamlingens lägre apologistskola, ""Näringsskolan""",Trädgårdsgatan 3,Nikolai lägre elementarläroverk
1332,Visa/skolan-for-bokhantverk/0ae18526-b403-4b40-99ce-fb4ff330d368,,,Skolan för bokhantverk
1333,Visa/skarholmens-vuxengymnasium/52c84227-1ebc-48b9-9020-fb6450ffb0bc,,Bredholmstorget 4,Skärholmens vuxengymnasium
1334,Visa/flickskola--fruntimmerspensioner--flickpensioner--pensioner/46225a8b-0005-4f35-a293-fbe47d98595a,,,Flickskola / Fruntimmerspensioner / Flickpensioner / Pensioner
1335,Visa/spanga-skoldistrikt/ef96527a-0984-4364-9e37-fbf5355547ed,Spånga folkskolor / Spånga skolarkiv,,Spånga skoldistrikt
1336,Visa/hemmet-for-vanvardade-flickor-skola/fbfe47cc-d556-475f-b08f-fbf5d248a3d5,,"Klarabergsgatan 33
1887-1893 Klarabergsgatan 58","Hemmet för vanvårdade flickor, skola"
1337,Visa/andreasgymnasiet/c785b879-f067-4762-924b-fc6192580112,,"2003-2006? Kristinebergsparken
2007-2010? Nordenflychtsvägen 22",Andreasgymnasiet
1338,Visa/forskoleseminariet-i-stockholm/fe0acf85-b28d-47ea-9c9e-fc69f5d0f929,Socialpedagogiska seminariet,,Förskoleseminariet i Stockholm
1339,Visa/maria-smabarnsskola/9ef19b25-ce82-4848-9553-fc987d005247,,,Maria småbarnsskola
1340,Visa/laroverk--hogre-allmant-laroverk--studentexamen/c1b24bc0-f8fe-448a-bab5-fcf8a10913b3,,,Läroverk / Högre allmänt läroverk / Studentexamen
1341,Visa/stamgatsskolan/cd03ebcb-6e0a-494e-befb-fd10353ecd99,,Stamgatan 50-54,Stamgatsskolan
1342,Visa/norra-allmanna-barnskolan/63270f4f-8dae-4c6f-8609-fd19a98fcfa4,Norrmalms allmänna barnskola,,Norra allmänna barnskolan
1343,Visa/bromma-enskilda-skola/90b045d1-6efd-47d4-8944-fd211d8598ca,Bromma Montesoriskola,Mossvägen 7,Bromma Enskilda skola
1344,Visa/varbergsskolan/f2e15221-0e6c-47b1-8732-fd33f65e469c,Johannesdalsskolan,Vårholmsbackarna 100,Vårbergsskolan
1345,Visa/engelbrekts-barnavards--och-husmodersskola/e81705b8-ff62-48ba-998e-fd36ba66cb07,,"först Odengatan 10 (privatvåning)
1909-1988? Valhallavägen 9",Engelbrekts barnavårds- och husmodersskola
