caption.sv,uuid
"Dahlhjelm, Ernst Nikolaus (1897 - )",9afb0d0d-dc19-477a-bbff-0e57222341d1
"Dahlhjelm, Jenny Theresia (1884 - )",d5b957fd-6341-4d66-8552-da5bbf103179
"Dahlin, Erland Mauritz (1902 - 1995)",98ff3577-2757-4638-9f46-998e48c2d7f4
"Dahllöf, Alfred J:son (1841 - 1908)",f8ce7831-beef-4921-9ba9-7b4dfbf5a2f0
"Dahllöf, Robert (1842 - 1904)",2b8f7f0a-9d6e-40ae-9bc3-7a24965489d0
"Dahllöf, Waldemar (1844 - )",cdf943af-5666-45ee-99ec-a9f1ad16b809
"Dahlqvist, Alfred Teodor (1837 - )",fbf6d835-8d47-4f8f-8c74-bec451ff43e1
"Dahlqvist, Alma Maria (1866 - 1930)",ab4d4195-d186-4ae8-ae0b-8ac03289e997
"Dahlqvist, Augusta Maria (1846 - )",93cdfe7d-446c-4444-a3ab-b2010240d66f
"Dahlqvist, Carl Johan (1847 - )",4b2f09f4-0cff-48a3-97d8-481269076821
"Dahlström, Carl Adolf (1860 - )",bc09275e-7d0e-4efa-a50e-503beaf5a584
"Dahlström, Emma Maria (1859 - )",405c1086-e0f9-45ac-ab84-128eb7404a73
"Dahlström, Hilda Karolina (1873 - 1962)",5b31e773-e3c9-47e1-9ea8-e1bbef79ae85
"Dahlström, Johan (1857 - )",ea44e88e-444d-4de1-b032-312533e743b5
"Dahlström, Karl Gustaf (1835 - )",592fd72a-f699-446d-aa6f-427d191acace
"Dahn, Anna (1858 - )",91e6afb8-23cc-45e3-93fd-a9fb3238cbe2
"Dalström, Olof (1869 - )",9b9eb99e-b260-40a7-88a6-9333a54e8835
"Danielsson, Axel Helmer (1872 - )",ce772651-1195-4458-90ce-2127b3b8e277
"Danielsson, Herman (1872 - 1916)",903ceea6-52ce-41c1-9bd8-59ea20f0429d
"Danielsson, Selma Kristina (1893? - 1976)",6254a9a9-07e1-4f58-82f5-c8b8d9345721
"Dannenfeldt, Johan Didric (1812 - )",06543353-fd91-476b-96df-25822bfff87a
"Davisson, Teresia Elisabeth (1874 - )",672685e8-0b1d-414b-a1fe-03cb99e50c4f
"de Blanck, Maria Franciska Huberta (1830 - )",a0c3a8de-00b3-4e7c-8b28-bda1c348163e
"de Blanck, Mimi Antoinette (1869 - )",91d58440-1329-45bc-951d-60ed5ff21cca
"de Frumerie, Gustaf (1872 - 1947)",2c473f39-e0cc-4671-b70c-ac97c9a50c80
"de Shàrengrad, Carl (1834 - 1878)",a3b4e8e4-b83c-428c-b3d6-32290506dd4b
"Degerman, Carl Axel Herman (1867 - 1961)",f4923e84-f96a-4223-95ae-97ac69d3570b
"Derville, Anton",ff05ed9b-6cef-4bc1-b451-aa45a86c19ec
"Desaix, Sven (1904 - 1982)",c5d0ddfc-d489-4b54-97e4-193bc1f97eb6
"Diehl, Gustaf Fredrik (1847 - 1904)",7ee5d5fb-992f-4342-a0b4-8e9f2c5aeaf8
"Diehl, Rosalie Sofie (1833 - )",ff5617e2-24e5-4299-9cbf-dfe6e856c1eb
"Dienstbach, Martin Gottlieb Friedrich (1830 - )",591493e3-e363-4ca0-8f5a-03ed807b92a4
"Dihlström, Frida (1873 - )",00893b6a-420a-4b4b-9f3a-10ca33d7391a
"Dischler, Carl Johan (1874 - 1951)",530e9d8e-05f1-4822-aab7-d54a66dc47e3
"Dittmer, Harry (1910 - 2000)",4f27a827-5262-44a5-afbd-cc3374091e3e
"Dorthé, Amanda (1859 - )",467b448a-20b4-43c1-b2df-e75854a97b7d
"Drockila, Leo Ilmari (1894 - )",8b41538f-804f-4d9e-a9f3-2cc1eeb17001
"Dryselius, Elin (1866 - )",9ec93606-4ebe-4d92-ab75-b54a02cfa349
"Dryselius, John (1826 - 1911)",0afbacf8-7a55-4a57-8df0-a4e8324f75d6
"Dryselius, Wilhelmina Maria Charlotta (1859 - 1926)",97e339d5-0aa9-4c6c-8e4b-7ca07a17d3d0
"du Jardin, Christian (1832 - 1881)",f15224ce-d442-4c3c-8ddf-c177cdfcab05
"du Jardin, Ida Charlotta Kristina (1844 - )",ffbd499e-af3a-4ff9-8bb7-730633a6e2a4
"du Rietz, Hugo Adolfus (1864 - )",adc614d0-d51d-4022-ab68-a1ff7892c1e5
"Duell, Anders Arne (1906 - 1992)",83a3c207-3f7e-46d3-a50b-da693a92da76
"Dufwa, Torgny (1903 - 1960)",ef14f0eb-a372-4282-b31d-f4ed48758597
"Duhs, Waldemar (1875 - 1958)",4bdc4530-5827-4ee5-8c43-5e652eb50f9c
"Dunér, Frida Matilda Dorotea (1891 - 1962)",b37c0b4b-9cfb-417c-9c85-6c74983e7cf3
"Dunér, Nils Christoffer (1839 - 1914)",49a9b024-a2d6-41c9-ab0b-23de40831902
"Dunmar, Lennart (1938 - )",ef53ea86-8ddf-4b19-a1b0-ef2856a3c49a
"Durling, Emil (1858 - 1933)",5f971ed6-09ba-4c8e-b7ae-ee85476844a3
"Dücker, August Leonard (1862 - )",03bb8c99-7b78-40d5-8fd8-11fe0a5843bb
"Dycker, August Leonard (1862 - )",d82fc351-8235-42d1-9e37-38678a3fe417
"Dyring, Frans (1822 - 1877)",596c2ca9-6894-4667-ae79-b4b4e10e6e7b
"Düring, Hilda (1850 - 1926)",befe0aac-2083-4002-b499-97993b5ab766
"Dähn, Anna (1858 - )",ab803959-0e8d-4326-ba3e-696190fe0192
"Earlingh, Gösta Oscar Gunnar (1914 - )",d26eca35-08f3-4b00-ba49-580ddfe95437
"Earlingh, Oscar Alfred (1883 - 1952)",6452c756-cb1f-4ab9-aa47-193e22b1a54e
"Ebeling, Fredrik Ludvig (1832 - )",bad54d51-5223-4ed8-bffd-b5a661983632
"Ebert, Guy (1920 - 1996)",3de3fb27-240d-452b-94cd-f035c202668c
"Eckert, Elsa (1892 - 1980)",b84d5ead-66f4-45d8-923a-489f8017f159
"Eckhéll, Evelina Aurora (1864 - )",633a5432-afcf-4d4c-b234-d8067f295d60
"Eckman, Karl Gustaf (1879 - 1962)",a10dda6b-55a6-4df4-bd9b-af574e3b170d
"Edberg, Charlotta Vilhelmina (1841 - 1927)",df433cea-2baf-44d8-9cb7-ce1fe08c3192
"Edberg, Sigrid Johanna (1890 - )",d657f011-2ca3-4b93-bfe0-f54ee9ed9b8f
"Edell, Nanny (1884 - )",ce8e5f8a-1d5f-4171-9afd-42ec445347a6
"Edenström, Ingrid Elisabeth (1913 - )",8917e170-5b44-4858-afdb-37dd42041307
"Edgren, Johan Gustaf (1849 - )",7b6ade7f-d6d0-4b27-b8f3-22357e25b3ca
"Edholm, Edvard Emil (1867 - )",a4e2c53e-b11c-4068-bba2-49571129a05d
"Edling, Tage Hilding Waldemar Eman (1910 - 1995)",dda20e08-4a7a-4da2-b5fc-830f4ce6a859
"Edlund, Anna (1852 - 1932)",b3940f3e-b95e-43be-b26d-45975c493fb2
"Edlund, Hélène Sofie (1858 - 1941)",b05ad971-3de5-4147-b6d8-22fed72ff831
"Edlund, Hugo August Mauritz (1883 - 1953)",cd0394f6-dd16-4d47-aa87-5799571db011
"Edlund, Karl Josef (1870 - )",e538eae6-1e55-4749-9ff4-842d6b647ba4
"Edlund, Mauritz (1858 - 1940)",c23770e4-01f3-4e04-870d-681d30cb7684
"Edlund, Olga (1896 - 1960)",7df94cab-7d47-4b9e-9d4b-dfc22e298032
"Edman, Carl Einar (1897 - 1966)",30bffcf5-1b3c-4d18-b611-cb6ad3d9189f
"Edman, Frans (1861 - 1901)",d9b03065-bae0-48d6-92f9-f02fc4d8c04e
"Edrén, Karl Aug. (1883 - 1964)",0225130a-3f01-40d7-9563-c064b7c353f9
"Edström, Albert Fredrik (1864 - )",520e0ee3-9e9f-4806-b05e-8d7a31708d75
"Eén, Axel Ivar Hilmer (1876 - 1966)",625c39bc-fe66-4d96-ab76-96ebce276b35
"Egholt, Josef Birger (1926 - 1982)",8ba2629d-74a4-45d5-a773-9c3c192c7c50
"Ehn, Anna Inger Brita (1902 - )",acb7fb52-bcbe-4627-adeb-dc360046f0d1
"Ehrenberg, Selma Ottilia (1879 - 1964)",278832ba-9f7d-4d52-8ce0-82b1fb9f2b0a
"Ehrenwall, Axel (1869 - 1898)",28bb83dc-1769-49c2-9b61-278e32e5d6d0
"Ehrnberg, Hilma (1834 - 1879)",20b812d6-28bf-48d8-801e-099688af846d
"Ehrner, Carl (1864 - 1925)",76590feb-c67d-4418-9b54-f6d76165148d
"Ehrnström, Johanna Albertina (1864 - )",e01a0842-cedf-4b51-8613-c199e6f7dd83
"Ehrnström, Karl Emanuel (1875 - 1949)",036cb600-93a0-46ff-8d38-9ecb07fc40e4
"Eichelberg, Valter (1861 - )",2f0cf3a2-2c5c-4bc0-b487-6a57c8489698
"Eiserman, Ragnar (1877 - 1950)",f44eb340-9bef-42e8-82b5-2542959e2e34
"Ejverstam, Märta Elvira (1906 - 1992)",b4e3b8f5-32c7-4faf-95e7-4bd882bd1fa8
"Ek, Axel Gustav Ferdinand (1901 - 1991)",019657dd-cd07-4ead-ae84-f3ce37811f7c
"Ek, Nils Ludvig (1897 - 1970)",fb6b3044-7f82-4306-9f98-a1a61aa12b39
"Ekberg, Amandus (1879 - 1968)",76897387-cd3a-482d-a86e-2b5a82b47180
"Ekblom, Adil (1843 - )",f534155c-e7cf-4585-80d0-e6a668d48e1d
"Ekblom, Elise Hulda Charlotta (1842 - )",5904a5c3-7a52-466f-8c2f-18c24109c780
"Ekdahl, Ernst Johan Hilmer (1889 - 1967)",300d615b-4c6a-4e2d-b6de-1d46301861bb
"Ekdahl, Frans Oscar (1875 - )",b580d267-0da3-49fe-94a3-aae9fda558c7
"Ekebert, Artur Richard (1932 - 1982)",f034cbd8-3e2c-4c98-8977-27c95b12363f
"Ekebert, Elsa Anna Olivia (1904 - 1991)",24a60d24-dc51-4827-bedf-3b9db1c2d593
"Ekegren, Harald Herman (1887 - 1956)",7012461f-85a4-4ef1-b2c9-fc564b7a2fdd
"Ekelund, Adam Wilhelm (1796 - 1885)",451bf6bd-4105-46c7-8e05-9bb4743f4212
"Ekelund, Fanny (1889 - 1990)",ebed476b-0f69-4701-a0e3-7d06750f867c
"Ekelund, Gunnar (1910 - 1979)",a4e0440f-5f2a-4ee5-8b9c-05b70dc88704
"Ekelund, Gustaf Samuel (1829 - )",79fbabb0-1a0e-4d1a-b3cf-4df75fed35dd
"Ekelund, Ida (1884 - 1982)",40153818-44a8-4d1b-877a-1387e491718b
"Ekelund, Lars Håkan S. (1902 - 1984)",b945e6a6-4f34-4534-9744-cf67a8b34d24
"Ekelöf, Sven Tage Alexander (1901 - 1987)",cab55f41-b82a-42ea-a7f2-8bd54605aebd
"Ekencrantz, Frans Gustaf (1865 - )",0bf38efb-0fe9-4ddf-810b-0578f5d44124
"Ekerman, Signe Helfrid (1880 - )",6c47aefb-2d87-4d93-b1c9-f2a09d808adf
"Ekholm, Bror August Eskil (1890 - 1973)",e6ea797d-de87-4fa2-9536-0bdb4da51076
"Ekholm, Katarina Amalia (1873 - )",2efd270e-d536-4264-be01-3b98f151796a
"Ekholm, Oscar (1900 - 1982)",fec3ac54-d532-4c1f-91e7-974120b6466e
"Ekholm, Oscar Birger (1861 - 1890)",390f7e41-c0fb-4c7b-bac7-9112ceb69c39
"Ekholm, Oscar Gustaf Adolf (1887 - 1981)",340bad79-2d3a-4568-ae60-debf1685e42a
"Ekholtz, Bertil (1915 - 2013)",a5bffd06-9135-4524-8a4a-d945d042c4b2
"Ekholtz, Nanna (1884 - 1981)",96e4eff6-d498-4d45-b049-e78aad7b7315
"Ekholtz, Tor (1880 - 1960)",93b3ed69-e79d-4664-b435-1090e6843e47
"Ekholtz, Tor Bertil (1915 - 2013)",2d6cce38-f4f5-457e-9c4e-de450c2ab185
"Eklund, Carl Gustaf (1846 - 1880)",d1e53074-ef8d-4681-a501-44c3a8526fd3
"Eklund, Elvira Kristina (1900 - )",80c74b1d-43d7-4390-b9d7-9f94d17809aa
"Eklund, Fredrika Amanda Margareta (1851 - 1939)",ec22550a-1785-4b62-823e-9d62eba2ef10
"Eklund, Gurli Eugenia (1891 - 1981)",f6e5c622-c9e5-49e1-b6f7-98ef9d19d975
"Eklund, Karl Oskar (1862 - )",e433492a-50b0-42d3-a740-8e48b8af08fb
"Eklöf, Ester (1872 - 1965)",76a2c13a-f809-46c5-a4d3-e60a3477b746
"Eklöf, John (1923 - 1995)",31182942-8909-43d9-b3d1-c91e87956b8d
"Ekman, Hedda (1860 - 1929)",094d3d4e-9fb1-4610-a6b7-de39517ac18d
"Ekman, Johan (1880 - )",7df3a9ce-205d-454a-b36b-29ba45cea5ac
"Ekman, Johan (1892 - 1976)",89249d04-7cfa-4909-9472-63ee34a95957
"Ekman, Nils Wilhelm Evald (1886 - )",b91a6f04-9346-49c6-8f02-46ccf0d9010d
"Ekman, Olga Charlotta (1881 - )",29222d20-4d6d-47be-a724-02d184c62b11
"Ekskog, Karl Gustav Magnus (1906 - 1981)",6f090367-78ba-4c2d-8186-7aaab033696f
"Ekstrand, Elin Olga (1884 - )",8633daf1-e0bc-432b-986e-7542277c846d
"Ekstrand, Erik Sture (1893 - 1970)",a38745f3-4917-4127-b25d-447d43acf396
"Ekstrand, Per Olof (1877 - 1933)",ae95cab6-0406-4e70-87a7-f4e8a10d0852
"Ekström, Augst Emil (1861 - )",84e27317-b155-4b32-b4f4-377988379d4f
"Ekström, Frans Oskar (1851 - )",c4484e13-4146-4261-a002-e680f4a8e407
"Ekström, Nanny (1869 - 1953)",b8657280-cde6-40d9-af88-4cb7c02beb27
"Ekström, Oskar Einar (1892 - 1944)",b2ef1a43-1d54-448c-9a7e-93fa891fe9dc
"Ekströmer, Frans Oskar (1851 - 1940)",aa4cb426-67c3-4c24-9a0f-df96c7e98ec7
"Elander, Mathina (1888 - 1936)",d6f1dfeb-97e0-4bb3-857e-4c23cb5c2d74
"Elborgh, Henrik (1866 - 1946)",5170e967-e2e3-4788-a8c7-2caee168c808
"Elfstrand, Carl Helmer ( - 1895)",84dcb7cd-a774-4968-b024-2395f30f45a4
"Elfström, Birgitta Regina Elisabeth (1874 - )",24f54b29-2a3f-4271-9d68-78bf896834db
"Elfström, Joh. Fredr. ( - 1915)",0563607a-9329-451d-bc8b-972baf146995
"Elfvik, Ingeborg Teresia (1894 - )",becda5d4-433a-4da8-94e3-a78234941bd1
"Elfwing, Augusta Elfrida (1874 - )",39a9c866-ccb1-485a-a659-751e320df1fd
"Elggren, Hjalmar Georg Markus (1886 - 1955)",e1382b2b-1328-41d8-918a-a41b62878866
"Elgstam, Kjell Erik Ingemar (1934 - 1989)",35e18108-95d7-4701-a503-0a64353e1ad6
"Eliasson, Axel Henrik (1868 - )",9f2bcf07-97b6-4287-8074-23faa7c7c39f
"Ellqvist, Ernst Hilding (1878 - 1931)",2442934c-4fe8-4147-b4f2-1a7485d151ee
"Ellqvist, Gerda Josefina (1875 - 1955)",fe69d7c2-1d05-4ff4-a339-5cdb8420ac78
"Ellqvist, Oskar (1867 - 1937)",aca66735-4248-4f4a-9b42-e506eab35c7c
"Elsner, Helfrid (1867 - 1937)",ca774d7d-79d5-46f5-88b5-29d5a281ae09
"Elvegård, Evert Ragnar (1902 - 1990)",5812096b-6959-4c9b-9e8c-665644edf5a3
"Enander, Ingeborg (1880 - 1976)",1c873cb8-a7c1-47ba-a68e-4692e585e391
"Enarsson, Lars (1888 - 1963)",bd82a266-954c-4cf8-85ea-75036c0476ca
"Enblom, Ingeborg Sofia Salmoni (1869 - )",0c73819d-23b0-4cbb-94f4-a0b2c8c1a93f
"Enegren, Victor Hugo (1843 - )",41dd133a-4e88-4af0-939b-4ebda34e717e
"Eneman, Carl August Clement (1844 - )",4d6292db-4208-4158-b6ab-9f772901af6c
"Eneroth, Agnar Fredric (1836 - )",62cc5e85-a885-4ec4-9442-fb7658b0f03b
"Eneroth, Fanny (1866 - 1951)",feb46f2b-aed2-46c4-9884-7b145677f46b
"Eneroth, Per Ludvig Hjalmar (1869 - 1964)",82156a3e-4c88-44fb-a3c8-7e0322649898
"Engberg, Helena Maria (1873 - 1943)",8efbc1c6-094f-4c9a-9fe9-8c7985605601
"Engblad, Theodor (1861 - 1941)",906bdf6b-018f-4606-9675-69081a16557c
"Engbom, Anna Maria Wilhelmina (1860 - )",50f92e3e-a4ad-4a6c-b6c8-b209748fe08e
"Engdahl, Martha (1897 - 1978)",01bddc99-e9ef-41f9-8442-cdab9a4abbb5
"Engelberg, Axel Theodor (1889 - 1939)",cf5cc863-4068-43e3-8bb8-d45633c93fa2
"Engelholm, Carl Hortulanus (1830 - 1894)",9e70e807-993a-435f-a1d6-2f2ac9ed72a1
"Engelholm, Magdalena (1869 - )",94a8ff68-5b89-4ba2-a370-c7bc6ddb97a0
"Engelmark, Sofia (1873 - 1958)",a427fe43-0ea0-4528-ad95-04f768f9243a
"Englin, Johan Gunnar (1909 - 1992)",14af6d5f-865b-420c-b990-bbd652f13ce5
"Englund, Carl Johan (1870 - )",6de54649-223f-4c96-8b48-536669cb6b45
"Engman, Anna Henrika (1869 - 1956)",106d030d-1d30-4a29-af01-6d617d44a2b2
"Engman, Svea (1875 - )",54c6f2cc-1869-48dd-84f8-cd0c9f97f2d6
"Engstrand, Ivan (1886 - 1955)",90516a6c-e1a2-4e18-b7e1-1ef4677ecbd2
"Engstrand, Johan Erik (1880 - 1942)",9162b2ab-0e95-4975-82e9-4c62d329d4c2
"Engstrand, Åke Eskil (1930 - 1969)",38d7f53d-515e-4c24-a92c-d535f31fea11
"Engström, Birger Edvin (1883 - )",19ad2d3a-d9da-4b1d-a410-25b45eacc171
"Engström, Frida Gustavfa (1856 - 1907)",75451286-61b5-41e1-a9f6-9b82af100c3e
"Engström, Gustav Einar (1893 - 1962)",3985cf31-2f5d-4ce0-b4e8-86d85ed16123
"Engström, John Olav (1906 - 1981)",0f49d2eb-4dd4-4bc2-87df-233e7617de32
"Engström, Julia Maria (1890 - )",5615fddb-7a34-497d-9361-b239fb31a3cb
"Engström, Mathilda (1841 - 1886)",2f5df73e-b590-4526-b4ee-852297ec3973
"Engström, Olof Peter (1845 - )",9c126bb6-b415-4cee-a231-3ec98aa2a06a
"Engström, Tekla (1872 - 1912)",90bc0a07-37b4-435e-b462-f0063041f561
"Engvall, Elsa Katrina (1888 - )",c478da72-e184-4ee8-a193-cd907b3845e1
"Enlund, Birger (1885 - 1971)",2e04cdd4-bee0-488c-b106-4a194aca54f4
"Enström, Ebba (1905 - 1976)",75d98e3c-3a16-4ee3-b82c-bdae7e878f60
"Enström, Ossian Johan Ferdinand (1837 - 1924)",33b9e286-07fd-43e9-b914-a19a8f043a55
"Epstein, Semion (1907 - 1980)",fb88c533-9f33-4b7e-8a8e-df9ae250c31b
"Erenvall, Per Axel (1869 - )",48a45bd9-d2de-4201-bb30-8e896d8c5ac6
"Erichsen, Adolf Nils Peter (1879 - )",00237bee-9bf1-4ca4-ad7f-b5529c080314
"Erici, Einar (1885 - 1965)",8e253260-49ff-4a3d-8394-4c3b03c2038e
"Ericsen, Peder Anton (1836 - )",06ec9b22-da08-4547-8c37-5a4f1f31e92e
"Ericson, Anders (1858 - )",ec936a6f-40bf-486f-9ebc-29e243b38415
"Ericson, Anne-Marie (1892 - )",e9b28174-0cd7-4893-b647-9c54e4d1e4f1
"Ericson, Brita Amanda (1872 - 1959)",38aa312f-7099-494d-94e3-dfcd96bbbf91
"Ericson, Ludvig (1864 - 1924)",f79872af-671c-4d07-a7b0-a823eb908398
"Ericson, Rolf (1929 - 2015?)",aa605ef3-0858-44b0-bd71-fe4bf8dae25e
"Ericsson Wiklander, Lars (1850 - )",2550eb81-3089-427f-923c-4a5ae7706bd6
"Ericsson, Anna Gustava (1868 - )",f9af582e-da2f-4e07-a54e-1aef42a18c6c
"Ericsson, Axel Edvard (1876 - )",7c6e2cf8-e9a5-418d-ba63-32d7046598e9
"Ericsson, Eva Mathilda (1899 - 1984)",0bd5edea-3013-4fd2-8fd7-ab82c91b5496
"Ericsson, Hulda Amalia (1889 - 1958)",f5327a6b-06d1-4aa9-93ca-960456518850
"Ericsson, Johan Eric (1864 - )",e2a8167a-fb38-4adc-8dfc-5ffefdfc2e08
"Eriksén, Anders Söeborg (1873 - )",5f2e8d03-4a60-45c0-8e9c-630ffd94a822
"Eriksén, Anna (1839 - 1903)",7b477c94-cfe7-4f7c-a206-6381296c03ae
"Eriksén, Dagmar (1866 - 1929)",473f09eb-4b28-4aae-bd93-b46fa122cbc1
"Eriksén, Dagmar Mathilda Arabia (1886 - )",bb8a3a1f-f402-41e7-af9b-65a3e284a7ec
"Eriksén, Harald (1871 - 1956)",6055a7e9-7518-48b0-a050-09de44faf798
"Eriksén, Peder Anton (1836 - 1896)",1a3b1ae3-d772-4778-b81e-9b343920bd9b
"Erikson, Dagmar (1866 - 1946)",fe5bf377-6fcb-4f8c-85e8-c80ff6e3f701
"Erikson, Knut Axel bernhard (1868 - )",c0d68a69-b376-4f7d-81b8-94140481f0d1
"Erikson, Thure Leonard (1900 - 1985)",3968b5fc-a054-4668-b025-813d7b657662
"Eriksson Plymouthz, Nils (1834 - )",7293006a-4eb1-4603-a8f8-c8316941a16b
"Eriksson, Albertina (1881 - 1969)",2f17ea44-d279-4e3f-91f3-5b32e3f8e3fd
"Eriksson, Amanda Johanna (1878 - )",9e43e98b-c00a-4995-8b33-4a785bd4abd1
"Eriksson, Anders (1885 - )",03d27eb0-bbea-4d32-8fb1-eebd3391a6a5
"Eriksson, Anders Gustaf (1862 - )",73b14d96-aafa-4acc-b063-39d3e983c513
"Eriksson, Anders Gustaf (1878 - 1952)",cb52de14-9df9-4b16-b898-138906fb5575
"Eriksson, Anders Herman (1900 - )",b83637d1-4113-4610-965d-e37c469ed631
"Eriksson, Axel (1880 - 1962)",7ec56ab4-256e-4559-a0b0-65237867daad
"Eriksson, Carl Teodor (1867 - 1925)",e2194f4e-d7f6-411d-963c-cb00c2e6efc4
"Eriksson, Ebba Karolina (1888 - )",180abcb4-d208-45ae-8376-45a0c0a73c52
"Eriksson, Edith (1882 - 1967)",719a5d73-2da4-4a16-9384-48d7a01130fd
"Eriksson, Elin Augusta (1871 - )",60cb4f8a-a694-430d-9244-1ec07f6621a0
"Eriksson, Elis (1891 - 1981)",a95b48bc-8af7-496c-843c-8d9a5891de0a
"Eriksson, Elsa Maria Viktoria (1884 - )",301f4f8d-d018-44b4-8ab4-a78e80d33ef2
"Eriksson, Emma Elvira Elisab (1878 - )",e07ac224-8e2e-4fe3-8f68-d6f39c5eeb09
"Eriksson, Erik (1860 - )",4fe01d6d-9dac-4894-b6d9-ae4a2a4a6f60
"Eriksson, Erik (1875 - 1965)",de252912-7647-451e-9752-233165798e45
"Eriksson, Erik Emil (1875 - )",825f5c6c-7aec-453f-a7c4-da62f1fd9c0f
"Eriksson, Erik Johan (1864 - )",c3353020-773c-4c70-81c4-5ef509c23e00
"Eriksson, Ernst Ludvig (1862 - 1908)",bac3e011-0e56-4d75-99eb-0ba80bec5ef7
"Eriksson, Frans Axel (1873 - 1921)",40508191-b843-4dbc-9a88-b1e8a6eed220
"Eriksson, Gustaf Hjalmar Karl (1916 - 1993)",1089c9fd-6ec4-4a29-9aeb-825086108720
"Eriksson, Gustav Ivar (1896 - )",6478e3f6-0712-4bf0-a916-9ec36d1b55b1
"Eriksson, Hans Vilhelm (1931 - 1967)",dc83d5ac-0f80-43d9-af4c-8d3d5330f4df
"Eriksson, Helga Gunhilda (1901 - 1980)",4d314cfd-b653-46fe-87fa-8234115bf8ea
"Eriksson, Henrik (1866 - )",874e3d3b-2606-4e62-8ee1-3b58e95ec5ee
"Eriksson, Hulda Alexandra (1891 - 1969)",143f1ec7-331e-4c8c-b6a4-bddb5aa09426
"Eriksson, Ingrid Ingeborg (1898 - 1981)",115a07a1-7f89-4086-a7dc-62e1e006faf3
"Eriksson, Karl Albert (1878 - )",ee92588a-60dc-4aab-b008-17d07e97afab
"Eriksson, Karl Ludvig (1864 - )",89dee302-11c3-4765-83cc-7d330de2fd2b
"Eriksson, Klas Ture (1873 - )",258dbaaa-fde6-4d48-ae40-fb19a3a2a435
"Eriksson, Kristina Sofia (1876 - )",c4ef0dfb-4665-4b2c-a7a9-65a5f98abda7
"Eriksson, Maria Henrietta (1866 - )",fa3842bd-cc8e-4c71-bd73-28f2ba035f15
"Eriksson, Maria Lovisa (1880 - )",b15a645e-9ca3-4d7a-b88f-1a635034a679
"Eriksson, Mathilda Kristina Lisa (1902 - 1968)",94d1be6d-d362-4a29-81f8-fc04c1963e06
"Eriksson, Nestor Linus (1892 - 1974)",cf2f0fbd-f586-445c-92ed-7edcf3f0b0dc
"Eriksson, Nils Gustav Folke (1908 - 1981)",fc9b066b-b61e-49fb-b645-5ebc22e4384d
"Eriksson, Olivia Gustava Johanna (1838 - )",3152723a-70f2-4763-9699-64be6c94583b
"Eriksson, Olof (1836 - )",c8936192-6526-42c6-9a86-98a45da75199
"Eriksson, Rut Linnea (1902 - )",1620194f-9c1c-4e08-b3bb-43ae835c11f4
"Eriksson, Sofia Christina (1858 - )",20c45cda-e494-4f9e-a537-9207d31ec962
"Eriksson, Sven (1901 - 1969)",d49eced2-ebaf-450c-87fa-5b2bc8e38cda
"Eriksson, Uno Adrian Konstantin (1910 - 1972)",3f4b7fb6-ab8f-432d-ba0b-38d309638202
"Eriksson, William (1894 - 1970)",76e8b14d-a5d5-440c-a090-4e09b6fec584
"Erixon, Bo Svante (1930 - 1980)",53220dab-2c74-4e71-a024-65e6617293b0
"Erixon, Sigurd (1888 - 1968)",15f68ac3-fffc-4864-96f5-e8bf9f0f7bdd
"Erixson, Sigurd Emanuel (1888 - 1968)",3123b3eb-b563-4243-bd82-ca64448b2810
"Erlandsson, Olof (1845 - 1916)",9cb75154-5834-4a35-bd6f-aca12c0daca5
"Erling, And. Harald ( - 1897)",02c1e916-0427-4b61-8561-283af19af044
"Erling, Axel Harald (1852 - 1897)",51d5f9e2-ec81-4e5d-b0d5-a2535a9f4b13
"Ersson Frost, Anders (1858 - )",79ca4357-4726-4d5a-b1f2-c6aeb16bb9dd
"Ersson, Erik (1860 - )",820b9e01-f5d4-4a03-81fa-86da1364a9aa
"Ersson, Mårs L. (1850 - )",4769a08a-811d-49e7-918b-8971ebb3c97a
"Esbjörnson, Bothilda (1870 - )",052bbdd0-7d20-4414-8ad6-66fdf0b2eb90
"Esbjörnsson, Bothilda (1870 - )",77723962-364d-4d71-92c6-9bacfde89368
"Esbjörnsson, Julia (1873 - 1971)",779e59db-7fe9-448f-9615-d401c8d17cd5
"Eschricht, John (1836 - 1907)",63a74980-56c6-4c87-a7c5-a57a8625a02b
"Eson, Thure (1903 - 1979)",51620f77-7854-42e4-b255-cfbf60be31f9
"Essen, Didrik von (1856 - 1922)",64a8651c-1cec-4226-913f-8387e42f1a4f
"Eurenius, Wilhelm (1863 - 1925)",94c57bc4-9bf4-4dc5-b029-6538f62b4909
"Eurenius, Wilhelm Abraham (1830 - 1892)",26c72c24-2b63-428f-8f7c-4bb2c5a1d3cf
"Evers, Ivar Elis (1866 - )",b65af680-9163-4ee9-a5aa-3a2b93a22b2b
"Ewald, Gustaf (1884 - 1976)",aeb1085c-b0ac-4e05-aced-3fa10af0247f
"Ewerlöf, Jarl (1879 - 1934)",1bed89cd-d2f0-48e6-ada4-c761443a70c0
"Faber, Jories Berend (1934 - 1989)",aeffa584-1aa6-4680-b817-402004f0fb02
"Fabricius, Betty Malvina (1849 - 1924)",79e0e3db-344c-45eb-b82b-351ad3b4d9c1
"Facklam, Lionel Florent Fred (1906 - 1990)",3f7ccdc0-d53e-4997-902d-b3dfb5ffc9c5
"Fagelund, Karl Nikolaus (1863 - )",b7b17b32-f652-4b6b-9cd0-2f2509a529c0
