caption.sv,uuid
"Janson, Marina (1860 - )",a35e3f0c-4d2d-4974-af03-4b7821e32378
"Janson, Sigrid Lovisa (1877 - )",c596d8e6-b213-4952-a90b-382d0fd60dd7
"Janson, Sophie (1874 - )",324ca059-1e9a-4a4d-a829-baaad038b23a
"Jansson Hagerberg, Per Erik (1858 - )",e195fbb8-07c7-4a82-a6cb-953fbbe77294
"Jansson, Alfons (1895 - 1947)",14ade773-b254-440c-92bc-3fb0cadab1bd
"Jansson, Carl John (1885 - )",afa00192-4193-49c0-92e3-00f72386b548
"Jansson, Didrik (1857 - )",a6538a5e-3f33-4953-a01e-e0f980ce3ec1
"Jansson, Elin Johanna (1902 - 1969)",fa922b19-17cf-4199-b85c-ec4fdfca2a59
"Jansson, Ingeborg Wendla Maria (1860 - 1917)",96ec8312-49d0-42bc-bea7-5c115b9ce213
"Jansson, Ingrid (1881 - )",d66a5bfd-3a3d-429f-a39c-aafd2307db90
"Jansson, Johan Peter (1848 - )",8feae8ab-bc80-4d65-9d9b-0693a50e1cd4
"Jansson, John Sune (1922 - 1964)",5d647765-2a99-4899-8c4d-1a7166d49f23
"Jansson, Per August (1841 - )",75166bfb-0e4e-45c9-b764-2d7633ecc6ce
"Jansson, Ragnar Leopold (1884 - 1949)",c421593d-316e-4216-9053-83f3a4896b49
"Jansson, Rune Lennart Eugén (1921 - 1995)",b2e3cd67-8860-4949-ba61-ce1603bcde51
"Jansson, Victor Bernhard (1882 - 1967)",a0267943-c351-4092-8e4c-e92355715b2d
"Jarén, Oskar (1877 - 1954)",c556b37b-a4e4-4623-b378-faedcea62f5b
"Jarméus, Bill (1959 - 2004)",2ad60396-de01-48b5-864e-88f69656d88f
"Jeanson, Gustafva Louise (1850 - )",9893924f-1281-4e46-8e09-b6385dc5294d
"Jensen, Anna Amalia (1840 - )",a379aa3e-9a39-48b8-8c0e-63a50f3ee6cd
"Jensen, Elin Kristina (1874 - 1948)",186efb3d-a152-4a59-8cfb-3e6f54d29399
"Jensen, Hulda Griselda (1855 - )",7f930851-a35e-4053-a27b-365bbe6122da
"Jensen, Jens S. (1946 - 2015)",b335f311-c464-4f29-997d-b204402c1aa6
"Jensen, Lars Christian (1839 - 1887)",e20ee833-4116-4313-be7c-fa281611032f
"Jensen, Laurentia Christiania Augusta (1865 - )",82575f5a-2189-4a7c-80b6-86c7dff76504
"Jensen, Martin Valdemar (1861 - 1926)",5c514c95-fc5e-4814-a15c-900b8fe1c576
"Jensén, Martin Waldemar (1861 - )",9fb2a2ee-220e-4b62-88d7-6254ff1da5dc
"Jensen, Sophus O. W. (1835 - 1873)",469dd508-423f-45e6-b4d2-6b099379d075
"Jensen, Tyra Elisabeth (1875 - )",cd77b130-48ab-47f5-abed-84846b003aca
"Jenssen, Andreas (1834 - )",8a167b69-54a3-479d-8dae-28c951bb129b
"Jenssen, Martin Valdemar (1861 - )",c2597feb-feef-496d-8cb5-cf6507f47616
"Jeppson, Eric (1896 - 1972)",9a199164-0e00-43e6-957b-bb65360f0324
"Jeppsson, Christian (1857 - )",95baeedd-ed55-4057-a2aa-7d870416f025
"Jeppsson, Lars (1842 - 1876)",eb119dc8-733c-4dab-85bd-af9173b2e270
"Jern, Alexander (1853 - 1922)",38c13d4c-19ed-4a2b-91e7-1d25bd1ea962
"Jette, Carl (1867 - 1921)",8f045297-e53b-40d9-af72-140b01740f57
"Joelson, Elsa (1874 - )",ec4cbd5e-6e52-4fa8-bcbf-a15f1f1d306a
"Johannesson Aspman, Birger (1848 - )",be133d92-e0a4-4d33-a072-3468503eaeda
"Johanson, Edit Armida (1885 - 1966)",5e252049-88a4-4890-b744-a0ab37a6253e
"Johanson, Hanna (1876 - )",9e0763f1-1427-4624-a962-34acabfe3eca
"Johanson, Hildur Virginia (1876 - 1923)",2d63de44-a828-4e1d-a1f0-53ffdf1cac54
"Johanson, Ida Vilhelmina (1863 - )",772a6ba3-275a-41bb-8ba8-325e748dd0ba
"Johanson, Selma (1874 - 1953)",082d4aac-bcd7-4da1-96df-25b290b83b0b
"Johansoon, Anna Johanna (1888 - )",f5b2fd89-7916-4ca4-91ec-b989dc1c14f3
"Johansson , Klas Fridolf (1894 - 1973)",3936c689-50b8-47da-8713-1466257917ec
"Johansson Jonsson, Gustaf Alfred (1872 - )",a8d2d972-8344-4e7e-abd0-117e10337c91
"Johansson Norlin, Jöns (1857 - )",befa9f12-03ce-443c-8573-814ac6e90eca
"Johansson, Alfhild Linnéa (1901 - )",e2c319e1-cf50-4ffc-ab64-cc7f79266209
"Johansson, Alma Josefina (1860 - )",6169a6c7-1bf1-4c12-8c88-05824919111e
"Johansson, Amanda (1859 - 1933)",8652f1d4-c477-41ab-a182-947dbb55d97f
"Johansson, Amanda Gustafva (1859 - )",e367b776-d09e-4002-b3ed-380d8e238e08
"Johansson, Anders Ruben (1874 - 1959)",4a052d08-eb1b-4b7c-8f4b-5dc794594ed5
"Johansson, Anna (1872 - )",86e55c5c-a6d0-41d6-9d9f-2656b776ee6d
"Johansson, Anna Karolina (1863 - )",b3fc1557-7755-4ebf-9b57-6565bda230aa
"Johansson, Aron (1876 - )",056c31e7-4eb1-4d60-9700-305a6e2be261
"Johansson, Bror Fredrik (1889 - 1965)",b4cf80a5-7c96-4cf1-96b7-4b3e56db3624
"Johansson, Carl August (1850 - )",6835281c-0f9f-4060-8ccc-8191c501e79d
"Johansson, Edit Maria Elisabet (1890 - 1962)",86aca871-cf16-4f88-9f2f-b1c39a0d957e
"Johansson, Ellen",076d6b5f-cdfe-403d-901e-6ea357c773fd
"Johansson, Ellen (1869 - )",a8f44f03-3ad0-4db2-9480-8dac4c15fa44
"Johansson, Ellen Christina (1871 - 1959)",31f0b0d8-4107-4c5c-a537-286fe568b5ec
"Johansson, Elsa Kristina (1890 - )",df99ddc6-300a-485e-abd7-aeee48ef5524
"Johansson, Emelie (1883 - )",87888676-09c2-49f1-97cf-069d13c521cd
"Johansson, Emil (1879 - 1948)",2f12d804-99f9-4474-8a58-5c0bd473323f
"Johansson, Emilia Kristina Vilhelmina (1842 - 1919)",e521595c-0502-4b84-bb04-9e42f6da1e89
"Johansson, Emma Fredrika (1884 - )",335693bd-c9bd-4080-b992-e1da82733114
"Johansson, Ernst Viktor (1878 - 1964)",d81e823b-dbe8-47d2-a34b-dcf2f05c0359
"Johansson, Gustaf Helge (1890 - 1922)",1acb584e-9b42-47a7-a168-fe6400539b40
"Johansson, Gustav Viktor Leonard (1895 - 1964)",8f32b919-b00f-4a11-a177-e2c31288dda0
"Johansson, Hanna Gunhild (1895 - )",daa80cd0-96c3-4ed4-b409-0c521915ab43
"Johansson, Helga (1894 - )",0df33654-6f85-45b8-8d48-331034610ca8
"Johansson, Helga Maria (1898 - 1983)",f5ad92fc-b325-41cb-b520-5878247b9dab
"Johansson, Herman (1875 - 1900)",d0dc99d4-72d3-4e94-b417-82dca79a4ff9
"Johansson, Hildur Viktoria (1890 - )",73583251-67bb-417c-aaff-0644e69255eb
"Johansson, Hilma Antoinette (1867 - )",6079478e-0c30-4815-b7c4-59ead9405ed5
"Johansson, Ida Lovisa (1859 - 1911)",2946a22a-ae09-42fb-a442-a5e020aef62e
"Johansson, Johan (1856 - 1932)",a853136e-6177-4d81-9246-6178ff7d0a22
"Johansson, Johan (1873 - )",33bb6881-f8af-4c96-be58-e996977830d6
"Johansson, Johan August Adrian (1884 - 1958)",152e5a29-5e1b-44ba-86bf-56d7fec435f2
"Johansson, Johan Edvin (1887 - 1932)",96097eff-b445-46c2-a981-b2af52dac65e
"Johansson, Johannes (1856 - )",25ece5d7-cf75-4493-bcff-c9f618121f1f
"Johansson, Josef (1886 - )",51e764d8-bf46-4c0e-8b0d-943eb5f72ed0
"Johansson, Julia Maria (1895 - )",b5bc44f3-1ac9-4539-b546-973ae03febd0
"Johansson, Karl (1890 - 1972)",d5b8e117-e319-4929-8257-821936d7e23a
"Johansson, Karl Gösta Valentin (1901 - )",87e50b4e-6424-4b62-a80c-ec657948e8fb
"Johansson, Karl Rickard (1880 - )",d10951ed-502c-41e1-84a0-2bf0ce4b46a6
"Johansson, Lars (1934 - 2001)",4146a0a9-6f1c-4954-8b29-77a6badcb175
"Johansson, Nils (1909 - 1992)",aff7df54-d0bf-41ad-936e-5e74daece161
"Johansson, Nina Maria (1882 - )",3a908ad0-655e-467c-bea8-c762660720c3
"Johansson, Paulina Eugenia (1843 - )",3fd1c406-514a-4b35-bdf5-d84c564873d3
"Johansson, Peggy (1876 - 1928)",819f3e8e-04fd-4ac1-bd11-a259f0a69062
"Johansson, Selma Katarina (1899 - 1992)",aa7712b3-14b2-48fb-99e5-d9022e8bdbc4
"Johansson, Signe Katrina (1881 - )",1de8b082-51e6-480c-85e1-d56cf5950f9b
"Johansson, Sven Paul (1910 - 1992)",f0d55d6c-bde7-4b4b-b1a8-d79f11ff9b6f
"Johansson, Syster Martina E (1893 - )",f904ac82-e15e-4513-8488-b7a0c8712fe5
"Johanzon, Sigrid (1885 - 1968)",40445406-8064-4664-9956-f7543428fd10
"Johnson, Tore (1928 - 1980)",f208a4a0-c33a-48c8-9414-1377f62b624d
"Johnsson, Berndt (1877 - 1943)",03e18d1f-15ab-47f8-a1d7-8bc433fb0451
"Johnsson, Carolina (1861 - )",9c49dc64-a0a6-4f71-9fff-6f48f3c4b3a4
"Johnsson, Jon Herman (1873 - )",d1fa175d-acce-4fe0-afb3-066a4ee99609
"Jonason, Aron (1838 - 1914)",72222d67-26a7-4d3f-8df1-e5b699d5dcea
"Jonasson Bergh, Peter (1842 - )",c323ce7c-1665-4eda-bb0f-90005de53ac1
"Jonasson, Erik Gustaf ( - 1939)",193fbe1a-6764-4cad-8ec5-70195c0b58a4
"Jonn, Lina (1861 - 1896)",75313575-b8b4-4ef0-98b8-c6dba8e8e1f9
"Jonn, Maria (1855 - 1910)",987c5277-fed5-4440-bb78-3f22c011a5da
"Jonson, Axel Lambert (1871 - )",34a944df-9418-4a65-9005-435ee3061f5c
"Jonson, Sofie (1874 - )",20bc498d-9a21-4c55-9e20-d39a933af183
"Jonsson Bruno, Carl Emil (1864 - )",24a48c17-d714-4291-9973-cf6de341d4a1
"Jonsson, Alfred (1826 - 1909)",8ef18e42-3679-4cfd-82b1-f5cede88f6c7
"Jonsson, Anders (1833 - )",be0cca3d-cda6-48d1-8749-7e020467502f
"Jonsson, Anders (1862 - )",c54bb8f7-7d76-480c-9e76-d8b28052eacb
"Jonsson, Anders Fredrik Alfred (1826 - )",65008370-3561-49f7-8e3d-ca8590efcb8f
"Jonsson, Anna Maria (1868 - 1908)",a618294b-8e7d-4b54-a008-79b9ae3eb571
"Jonsson, Anna Matilda (1883 - )",cf30432f-d38d-44eb-8854-1789229855f7
"Jonsson, Fredrik Wilhelm (1874 - )",0b5253d3-0c10-4198-bf69-b9cb047ee52f
"Jonsson, Hellny Johanna (1891 - )",0c6fd38b-15af-41f9-bcb1-a85cfa926a59
"Jonsson, Isidor (1885 - 1958)",9e1bad77-2871-4462-bc18-51475cb56b20
"Jonsson, Jonas Emanuel (1885 - 1963)",3eb3e623-83db-458b-abce-63acb38dfa05
"Jonsson, Karl Emil (1864 - )",1b5caa40-2910-4770-b31f-d2168223e5f0
"Jonsson, Karl Ragnar (1889 - 1967)",bcb7385c-18bf-45b6-b82c-6ebb904cd989
"Jonsson, Louise Margareta (1853 - )",8599be2b-c8d7-4148-9645-5f2ec6ee8b47
"Jonsson, Mikael (1873 - 1940)",8e89d8b7-12fa-4e28-9210-3bcb005e48e1
"Jonsson, Peter (1890 - 1956)",f1085999-2c7d-4bb9-96dc-b6493962c72e
"Jonsson, Sune (1930 - 2009)",da396a68-5c63-41c8-a07b-d8ab3d369336
"Jonsson, Sven Johan (1830 - 1891)",97ec5e19-c56e-46a4-a35b-3b5884a36a86
"Joop, Conrad Gustaf Adolf (1878 - )",f82faeb2-71d2-4c6b-abc5-cd3019dc7c66
"Joop, Gustav Adolf Wilhelm (1836 - )",a29db7ab-4ac8-4912-956d-ea0bd19d180a
"Josefsson Meyer, Martin (1821 - 1885)",7474f352-7ea0-43b1-a0c4-194d44998e2e
"Josefsson, Chlaes Wilhelm (1854 - )",9ab37563-412b-4ede-b293-0516c0f39cd2
"Josefsson, Tilda (1868 - )",8b7eb27c-2a3c-4b07-ab09-af03d15f3af2
"Julin, Erik (1883 - 1970)",102b2eb1-c0e8-44a2-a123-4a4e687872f1
"Julin, Hulda Charlotta (1872 - )",a9837f93-5ddd-4bd7-8422-68ef980278be
"Juringius, Carl August (1814 - 1854)",19d4df47-58e1-41e5-b8a5-e96cb90aa836
"Järlås, Sven (1913 - 1970)",657b633e-9920-4d5f-b395-94d35808f4e6
"Jönsdotter Johnsson, Carolina (1861 - )",4b818bce-5d90-4e9a-a5f2-f9a0d1f1588b
"Jönsson Forsell, Johan (1877 - 1953)",bc95d746-da20-43e4-8b40-36aa44e2707b
"Jönsson Friis, Jöns (1853 - )",da4f26f9-b596-4ce4-b976-1ee907eecd6c
"Jönsson-Jensen, Sigrid Maria (1865 - )",0a6d9e67-3171-42eb-bf2c-78402d844d95
"Jönsson, Anna (1880 - 1969)",cdd21376-88dc-4da2-8837-aa71f79a864e
"Jönsson, Anna (1893 - )",eaad4fce-a87c-4ec8-b905-0ece337dfaac
"Jönsson, Jenny Bernhadina (1879 - 1962)",924d363e-38e4-4db0-9ed2-607b38937e9d
"Jönsson, Lona (1880 - 1957)",1c2d9d08-79c3-4605-81da-e721a52195ac
"Jönsson, Nils (1874 - 1959)",b11e6f5f-63a1-4f51-bf12-e9ac43aa2f28
"Jönsson, Peter Joh. (1848 - )",bf3a4382-3e68-4743-8da2-26b4f31a885c
"JönssonTuvesson, Olof (1869 - )",103dfb46-d6e1-4f3b-9eaa-2bfb105bb5a8
"Jördens, Elna Johanna Fredrika (1835 - )",00ddf8b3-170b-435a-b1df-c11b5a4422c9
"Jördens, Johan Heinrich Vilhelm (1836 - )",f79578cc-e47e-47c8-8d83-a83bdfe56c97
"Kaczor, Richard Max (1859 - )",8c7030e6-c05a-42e9-8c64-951ad2368db2
"Kahl, Carl Gustaf Fredrik (1872 - 1945)",4660c0da-9923-433d-94d7-672ea98db060
"Kangedal, Nils Göran (1947 - )",be0c9918-d431-4fc8-8842-2d39b9429043
Karin Olofsdotter (1915 - 1998),77a31005-8218-46fd-b858-7617c283193b
Karl Gustav Schultze (1882 - 1968),7520c6ae-bc15-4040-8804-4bba3605b267
"Karlberg, Elvira Gustava (1883 - 1950)",c49628fc-da1f-441f-af07-c96bf46fb0e2
"Karlén, Anna Charlotta (1887 - )",4ef53a65-824d-4fdc-b6c4-f5ac1b179fa5
"Karlin, Ida Kristina (1862 - 1936)",ba0caaf3-60e4-45e4-8244-a2dca113e6c0
"Karlsdotter, Maria Wilhelmina (1853 - )",9f353a41-5309-4155-bf87-5ac62ecd599b
"Karlson, Hanna (1859 - 1947)",633b081f-aaa8-4b05-83d6-9a15fbbc89bc
"Karlson, Maria Olivia (1875 - 1958)",554a3b88-3177-451a-abfc-128458ae5c6f
"Karlsson, Alma Katarina E (1888 - )",bd7fc2f0-4f4a-47bd-9486-fe4a8c51fa97
"Karlsson, Alma Wilhelmina (1857 - )",d0c5d4bc-d65c-4fb9-8589-8254f2f6d556
"Karlsson, Anders (1893 - 1967)",fe0c7fbf-0376-45a6-a097-0fd9d1b18f99
"Karlsson, Anders August (1869 - )",3d169856-c8e0-4522-b259-b40389885db3
"Karlsson, Anna Lovisa (1875 - )",ccc4033c-1dba-4682-bcf7-633c373f3178
"Karlsson, August (1858 - )",f64043bf-5fad-497a-b169-308f8c1d7f77
"Karlsson, August Alexander (1858 - )",cefab0a0-4141-4ace-8bd9-54b7e863d508
"Karlsson, Hanna Elisabet (1876 - )",52e3cd53-550c-4104-b45c-aad995e0864c
"Karlsson, Hulda Olivia (1887 - )",b97f56c4-f1a2-49d3-a01d-f86379f237a4
"Karlsson, Ingemar (1912 - 2010)",df03ac37-6f1b-4dff-9cc6-2581d4ae980f
"Karlsson, Johan August (1859 - )",779fcc1d-c34e-4455-8953-31b912973581
"Karlsson, Johan Robert (1859 - )",f090f147-b436-40d0-b315-dec9fbd9fca3
"Karlsson, Karl (1867 - )",7a91d2b1-269c-48ba-832e-6bbc32e50b96
"Karlsson, Karl (1885 - )",6d756566-2835-4a66-bf77-bb23c8397dcd
"Karlsson, Karl Emil (1864 - 1937)",e6b6d6db-2e2e-436c-9047-760486672ba2
"Karlsson, Karl Fredrik (1864 - 1924)",8f51f0ca-4615-453b-8e77-8025815a9ee1
"Karlsson, Karl Johan (1891 - )",329ccb15-8179-40f3-965a-919175e0da93
"Karlsson, Karl Martin Natanael (1894 - )",89722545-1add-4016-b07e-19ba17b9da89
"Karlsson, Karl Oskar (1885 - )",8976a1f8-237d-49a1-b00d-08e9c53f82c6
"Karlsson, Karl Otto (1854 - 1940)",407d37ac-c928-4ecc-94ae-d2f254c5d132
"Karlsson, Karl Richard (1867 - )",c0fb5e2b-4731-4a56-a71b-a6fadb86bb90
"Karlsson, Per Gustaf (1845 - )",ce975401-7074-484a-9491-31fea7c9631f
"Karlsson, Sara Maria (1883 - 1956)",71bfb3a1-a050-4ac0-95e1-b2f85eff6739
"Karlsson, Sven (1862 - )",b1bf2337-d9fb-46fc-af49-c828efee3581
"Karlsson, Sven Einar (1904 - )",ab858d77-751c-4b50-9696-8be28be57485
"Karlsson, Zander (1880 - 1961)",681fd260-5f19-477e-8b6b-9d7f8d768557
"Karlström, John Verner (1904 - )",6cde6a6e-12b0-4a0e-a5dc-c6b8a64382e8
"Karlström, Karl (1865 - )",593d464a-798e-4c42-8990-a6e9d6abaeee
"Karnell, Anders (1871 - 1934)",0f6ba6a4-c050-46f6-864c-ff9ab5b5dc8f
"Karnell, Anders Wilhelm (1871 - 1934)",ad489caa-843a-455b-81dc-9df889eeca81
"Kastengren, Gerda Eleonora (1866 - 1948)",1539476f-81c4-47b0-9620-a32eae25a606
"Katz, Marcus (1871 - )",6253fd7a-88b3-4c3f-8998-7966c93f2536
"Katzeff, Judel (Julius) (1889 - )",db030b1a-e153-43de-88c9-42d72d11c217
"Katzor, Richard Max (1859 - )",b43de78a-1c12-4899-934d-3820270c4e1f
"Kaudern, Axel (1878 - 1952)",a161057d-f70b-4dbc-97ab-3351b95b1fe2
"Kaudern, Josef (1877 - 1927)",ca13d037-9963-4b1b-9102-669317090121
"Keen, Oskar (1838 - 1898)",533b6134-27a4-4d66-a5af-c8e705bd6e9b
"Kellgren, Johan (1849 - )",8ef7afab-42fc-4863-9acc-e1a6bd3648bd
"Keyland, Nils (1867 - 1924)",a11230d5-e47e-4896-b79b-49545f955557
"Kihl, Signe Maria (1881 - 1968)",ebe088a7-25da-4211-b032-dc8702db74ef
"Kihlbaum, Maria Helmina Gustafva (1874 - 1962)",c55fa047-f4c8-4801-8e14-fd8e8b7607cb
"Kihlberg, Daniel (1827 - 1888)",98546a7a-a528-448d-b4a6-fac65b9379e0
"Kihlstedt, Ragnar (1906 - 1981)",d25985b4-b8fc-421e-b3a8-c6c97e2dbb62
"Kinberg, Maria ( - 1858)",765f45a2-0a5b-4224-86cc-a6c3c8214a22
"Kindahl, Anna Augusta Charlotta (1846 - )",dfd7f965-6781-40ce-96ea-0f0136795fee
"Kindahl, Augusta Josefina Constantia (1836 - 1918)",c49a970c-0b6c-4f5e-90bf-74252831b7ef
"Kindberg, Emma Sofia (1847 - 1928)",e1a310d6-e777-4f2b-a53d-eb9cfce2659e
"Kindberg, Maria (1870 - 1947)",9088ff5c-d6a4-428c-877a-02487dbe4cf6
"Kindberg, Zacheus (1856 - )",926a17af-a653-4eb0-88b5-358f067abacd
"Kindblom, Johan Adolf (1869 - 1934)",0f826fa7-8b5a-4297-97aa-5d720e1c6859
"Kindlund, Adéle (1851 - )",2db2a392-4c80-4f5d-995e-c04ea2dad5b6
"Kindstedt, Klara Matilda (1871 - )",df4c399d-a97e-4423-9665-60b7719e47d8
"Kindström, Jonas Alfred (1837 - 1913)",a004ab4c-a169-4407-9872-3add7b55ac9c
"Kinnell, Viktor (1862 - )",bcecd9f0-d6dd-4fbd-aab7-80c9d624de89
"Kjellander, Valborg (1891 - 1960)",81194807-5533-41b5-a6c8-aa5db2d0bff6
"Kjellén, Fredrik Adolf (1826 - )",cff0bfe9-7c65-457d-85a6-5e3b251bdd55
"Kjellerén, Hulda Evelina Sofia (1867 - )",8c291b51-fe35-476e-96f9-e9a67af798fe
"Kjellgren, Johan (1849 - 1911)",98eaf5f5-582d-4c8a-9e0f-745ab6cd3736
"Kjellin, Alfhild Linnea Margareta (1907 - 1975)",b14aaece-69d0-484d-bd0c-113b014d7cd0
"Kjellin, Carl Oskar (1868 - )",d0159ff7-1195-4d24-a6e9-7a8b3f70960a
"Kjellman, Knut (1872 - 1951)",0031abc4-c5d4-4892-9405-1c3c3b9ed51a
"Kjellström, Amalia (1839 - 1906)",0e967f1f-20e3-42ef-8d80-c5ec30dae5cf
"Kjerling, Arvid (1864 - 1917)",e96d4ce9-d950-460b-888f-1d63a950130f
"Klemming, Frans G. (1859 - 1922)",b45822f8-3d5e-4fd5-97ae-36830dca86f5
"Kling, Carl Johan (1826 - 1894)",558be6c8-cf40-4f8d-8b1c-103b05021ddb
"Kling, Eric (1889 - 1980)",c14f1362-c86a-46c8-88f7-2bacf77931e0
"Kling, Johan August (1834 - 1902)",030bc4eb-1580-437b-a35a-ff5111ab3e51
"Klingberg, Gösta (1919 - 2003)",93a9591d-5167-4f72-92db-a51ca1612241
"Klingspor, Staffan (1866 - 1953)",631e4eb7-c693-4111-a320-a0b292b3e307
"Klingvall, Gustaf Hjalmar (1858 - )",08e7aefa-eff5-4559-885b-5898a35d3cde
"Klintberg, Anna Elisabet (1857 - )",dc57bf7b-0587-45ae-9a71-cd50f03d0b09
"Klintman, Hedvig Ida (1863 - 1951)",31318f05-d3ce-457e-bb36-df6522e9eb81
"Klyvare, Berndt (1929 - 2008)",53069724-88d5-4463-88df-d1b708d0ad5c
"Knudsen, Peter (1846 - 1902)",481a7604-7067-45ac-b40c-d896d7149075
"Knutsson, Anna Kristina (1864 - )",707ad257-2d1a-4567-b28f-96e0fa7c3431
"Knutsson, Eva (1861 - )",3692c79a-c035-4e58-8174-ce38f9472775
"Koch, Axel Torsten Teodor (1881 - )",e461f881-2572-46eb-97d0-53b5129aab86
"Kock, Ellen Margareta Kristina (1874 - 1952)",f64cba55-8cbd-4e9c-ae9a-74415c047d5e
"Kock, Johan Albert (1873 - 1954)",f3b732c3-3775-4635-9e18-fd6b838f7d72
"Korduner, Avrum Jankelew (1863 - )",352d22a8-cd30-40c6-bf3f-8683862a98e8
"Korfitsen, August Kristian (1844 - )",08d65d29-e230-4bb3-8ffa-c07cd1ffa7da
"Koskinen, Hulda Nanny Matilda (1884 - )",8e77b131-5c9c-4b27-a4c1-eda954d5fcff
"Kovehmov, Simon (1887 - )",2fdb0df8-7409-49de-88e0-d3e7c9c8fbaf
"Krapp, Karl Friedrich Franz (1850 - )",898c28d4-89c7-461a-9a92-dea948793f8e
"Kreuger, Erik Lorentz (1823 - )",d8171eac-6c28-419e-b7e0-b4bfb3b64b52
"Kronberg, Märta Kristina (1880 - )",cca8c653-7728-4e06-bad2-feb7c42c01dc
"Krook, Karl August (1851 - 1926)",bd035e10-2617-4e47-b592-6d93e4fcb827
"Kruse, Anna Sofia (1864 - )",58295f24-ced2-4b7f-b229-ac66b7726950
"Kugler, Josef (1854 - )",8b1d0b67-4108-4fcd-8dbe-38427042163b
"Kuhne, Gustaf Richard",43dfd9b2-837a-448c-8648-302b85ac8f4a
"Kullberg, Gustaf Torgny (1815 - )",dfefc284-0f23-4d19-8977-f1c7ab516867
"Kullgren, Karl Johan (1855 - 1900)",d71b914d-a6e3-40e1-a162-c3f8ca5522be
"Kuylenstierna, Otto Fredrik (1836 - )",6d9f382a-8ebb-4828-ade1-b2bb69ef465f
"Kuylenstjerna, Hilda (1855 - )",33ad87ff-8799-46cf-9625-2413f02f124e
"Kvarnström, Ester Johanna (1880 - 1948)",974296ef-0a79-446e-8d91-fa8e39afa6e8
"Kvarnström, Märta Alfrida (1877 - )",31f8ee42-0347-4c86-bb5a-687496240429
"Kylander, Carl Herman (1868 - 1939)",44148100-8f68-4d26-83fd-0eb87e2259c1
"Kylander, Hjalmar Amandus (1867 - )",8f3e9932-03ec-4bb8-bbe5-bfe5879c1c15
"Kylander, Märta Maria (1890 - 1966)",ad0592ce-e5ee-4f83-95b9-21a315da8776
"Küller, Per (1867 - 1952)",a4a60430-9bba-4c00-b5e9-0d440cf7d280
"Küller, Per Albin Emanuel (1867 - 1952)",4bf1d942-b6f9-41e6-baf3-c54404ad17e5
"Küller, Ragnar (1883 - 1941)",e692a14e-3aa9-4f29-a5db-89e0a15550b9
"Kürtz, Aug. J. (1870 - )",542dc717-b41c-420d-97a7-2fcb96cc2aa9
"Källberg, Aina Maria (1894 - )",fd64a60c-e8b5-45d6-a8cb-4adcf4573ff5
"Källberg, Selma (1884 - )",fa9545b5-acae-4124-b427-0f29471acbbb
"Källberg, Sven (1914 - 2010)",25776aaf-eaef-4d6d-b053-cc70095d3077
"Källman, David Frithiof (1868 - 1936)",f2e49eb3-1183-4f0e-b394-73fdaf824199
"Källström, Carl Erik (1827 - 1893)",c0948265-0bd5-490b-ae2e-e61b98554c7c
"Köhler, Anton Ludvig (1828 - 1907)",c9a17d96-3be7-46b9-9173-178b62f97463
"Königsson, Emma Augusta (1869 - )",95d2a027-474b-45d9-8084-7c69f99af77b
"Köpman, Erik (1892 - )",1cf0b56f-ac86-46d8-8ed4-c77ab7241399
"Körner, Magnus Peter (1808 - 1864)",eef88d45-4560-4800-aaed-58e3700e40d3
"Kaarle, Amanda Evelina (1881 - 1958)",d95b0c37-2e8e-4994-b25f-62fa92bad57c
"Laestadius, Carl Johan (1829 - 1890)",74f01578-e7fd-4183-b90b-6b11c19068d5
"Lagergren, Ebba (1870 - 1963)",8d33aa8c-ee39-4afd-a0dd-6d4df67b828a
"Lagergren, Nils (1910 - 2000)",4d4ba029-9f5c-4788-a62a-2a1f5eef84eb
"Lagergren, Nils Johan August (1843 - 1915)",ea8dbedd-6748-4464-99c3-494a543d10eb
"Lagergren, Svante (1844 - )",f9f6b034-413b-4d6d-b496-c50f8ef25b32
"Lagerholm, Wilhelmina (1826 - 1917)",3ae51bfd-9ffe-4b08-b345-09a7f14cd2a0
"Lagerstam, Anna Elin (1877 - 1966)",1a3e5a7d-cc1c-4f5f-bad7-f2f3ccd766f2
"Lamm, Curt Leonard (1895 - 1970)",b00de5cf-7d8a-4ff3-bca5-48ca134d8d30
"Lamm, Wilhelm (1865 - 1929)",927593ef-2bf0-4cd6-bf0b-0b546cedfe10
"Land, Gustaf Hjalmar (1868 - )",334e795a-a353-41b8-b2f5-9b963b731316
"Landelius, Oskar Herman (1851 - )",38ca3265-72e5-469a-9a0d-08ad9489716a
"Landén, Erik Gösta (1915 - 1986)",2571ac6e-a12e-4515-9a3e-2c7fcda92822
"Landstedt, Pehr J. (1858 - )",bca2bf47-023d-46da-b658-4165e175de6d
"Lange, Emil Teodor (1868 - )",8178f63c-9e61-40e2-ab21-ed131a37eb3f
"Lange, Gustaf Fredrik (1842 - )",8c839ffb-8bfd-47b6-b257-fe8b6faa8093
"Lange, Gustaf Wilhelm (1868 - )",a61f8e10-08b6-4180-ac3a-0d2c2ec942ff
"Langhammar, Frans Richard Christian (1896 - 1953)",6e525394-c5d8-4480-9ead-1884d2396c76
"Larby, Rolf Vincent (1937 - 1967)",c376d7b1-6017-42c8-8a00-dc1d77eac72e
"Larsen, Victor H. M. (1878 - 1970)",6e47658a-ad32-4f15-b583-e85a8b466ea0
