caption.sv,uuid
O. Granholm & P. Olsson (Fotograffirma),081b3ea3-b3f4-4a3b-8920-15ec674c4296
P Hansellis fotografiska atelier (Fotograffirma),1103cce9-007d-44cb-8ddf-4b37abb9b36e
P. M. Lindsteds Fotografiska Institut (Fotograffirma),466f84e9-6a5d-48ff-8fd3-951e2c1c2465
Polyfoto (Fotograffirma),948c0762-9b12-46e9-8988-68c3556fb4c4
Pressfotobyrån (Fotograffirma),2335d9a1-12d1-4da0-be87-ff73fadb3b98
R. Sellström (Fotograffirma),6968ff0e-e255-4789-bfc7-5a211d3423e0
Rekolid AB (Fotograffirma),d97eb4eb-9537-4f64-a539-db7d4cff3fea
Rich. Blomdahls Atelier (Fotograffirma),76c4f73f-788e-414f-a05b-9216df95984e
Rickard Blomdahl (Fotograffirma),e92a1cee-94e4-4560-8e53-57d982dcd59d
S. Danielssons Eftr. (Fotograffirma),089cedc3-ab48-4288-9617-34e7806769b0
S. Frankel & Co (Fotograffirma),84b35c2b-c8d6-4e78-a7aa-540ccd25b2e5
Signe Kihls Eftr. (Fotograffirma),07073f37-28ce-4038-8316-27775c39c138
Stein & Wångströms fotografiatelier (f.d. Betty Nilssons) (Fotograffirma),6af2fa6c-879e-4a1d-8688-d6ea406c41e3
Studio Gullers (Fotograffirma),865e82ea-bc30-4752-b93f-f56bcdcc69b8
Svenska Förstoringsaffären (Fotograffirma),23acc2d8-42dd-4b92-bfb2-c2d5fb856e28
Svenskt Fotoreportage (Fotograffirma),16bc7f8d-4b1f-4516-ae63-79135556692e
Sw. Swensson & Son (Fotograffirma),8cfd0851-4abc-4180-870a-5b988a3388e9
Systr. Hedberg (Fotograffirma),94258af9-2b06-4452-b671-1b1ebb38ee2d
Systrarna Kvarnström (Fotograffirma),f9b3208c-cf8c-4210-8452-087b026f3222
Systrarna Kvarnström Eftr. (Fotograffirma),fdc563d2-c567-450a-aa86-566d57028809
Tekla Engström (Fotograffirma),49e5f050-8e17-4628-965e-159dfbd86c3b
Tekla Engströms Eftr. (Fotograffirma),aa3c9957-a829-4019-b71d-9756e89caba4
Tio Fotografer (Fotograffirma),783b7d8a-7f86-4929-a99e-6492b267442f
Tora Grahn & Co (Fotograffirma),7d7bc6c9-f652-4b00-9d97-0d43aafe9a9e
Unna & Höfferts fotografiska atelier,9311770b-6443-42c2-9b35-4487081ad06d
WA Eurenius & PL Qvists fotografiska atelier (Fotograffirma),77fc3931-477e-4a0d-a1f7-2bb093f09bef
Wahlström & Ruhlin (Fotograffirma),93610fcd-d423-4cee-b9f3-be08d7b9a6a9
Wald. Dahllöf & Co (Fotograffirma),bc93a6fa-30df-41cb-88e3-bc3a286d21d9
"Wiborgs Eftr., Elsa Carlson (Fotograffirma)",ed6c1593-6d2d-4a29-ab46-b6960917d04f
Wikström & Tynelius (Fotograffirma),9213c4f2-46b8-4c98-b36f-8c094f9c693a
Wilhem Lundbergs Fotografi-Atelier (Fotograffirma),3bc520d2-def4-4a96-89b6-850afe048dcc
